,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_equity_curve,_trades,Instrument,Strategy
0,2018-04-05,2023-03-31,1821 days,98.84742041712404,676.0709488184506,125182.73192705998,-99.32392905118155,8.98324126010235,-63.2477566906559,55.45177685677226,0.0,0.0,0.0,-99.45993274119279,-20.394664557713206,1697 days,200 days,1801,49.528039977790115,54.86620113709464,-42.27334030189043,-0.2760544787018371,1 days,1 days,0.9387426071550711,-0.11050760671699236,-1.1149727573133044,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27     777.393964     0.993790              NaT
2023-03-28     718.809565     0.994258              NaT
2023-03-29     677.749467     0.994586              NaT
2023-03-30     689.854273     0.994489              NaT
2023-03-31     676.070949     0.994599        1697 days

[1822 rows x 3 columns]","        Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  \
0     124474        21       22    0.803378   0.851139  5945.058976   
1     124225        22       23    0.852841   0.812063 -5065.681585   
2     123978        23       24    0.813687   0.864399  6287.156715   
3     123730        24       25    0.866128   0.871404   652.824473   
4     123483        25       26    0.873147   0.838355 -4296.196827   
...      ...       ...      ...         ...        ...          ...   
1796   -1872      1817     1818    0.447159   0.478999   -59.604686   
1797   -1626      1818     1819    0.478041   0.514303   -58.962009   
1798   -1400      1819     1820    0.513274   0.542370   -40.733848   
1799   -1252      1820     1821    0.541285   0.531772    11.910602   
1800   -1300      1821     1821    0.530708   0.531772    -1.382607   

      ReturnPct  EntryTime   ExitTime Duration  
0      0.059451 2018-04-26 2018-04-27   1 days  
1     -0.047815 2018-04-27 2018-04-28   1 days  
2      0.062324 2018-04-28 2018-04-29   1 days  
3      0.006092 2018-04-29 2018-04-30   1 days  
4     -0.039846 2018-04-30 2018-05-01   1 days  
...         ...        ...        ...      ...  
1796  -0.071205 2023-03-27 2023-03-28   1 days  
1797  -0.075855 2023-03-28 2023-03-29   1 days  
1798  -0.056686 2023-03-29 2023-03-30   1 days  
1799   0.017575 2023-03-30 2023-03-31   1 days  
1800  -0.002004 2023-03-31 2023-03-31   0 days  

[1801 rows x 10 columns]",XRPUSD,RVGI
0,2018-04-05,2023-03-31,1821 days,98.84742041712404,8.607760361396736,130371.2733839184,-99.9913922396386,-81.40466341317104,-84.66656845932133,23.657138112609836,0.0,0.0,0.0,-99.99423667097638,-57.38067152791299,1796 days,900 days,1801,47.64019988895058,56.08715757428422,-40.48899313376055,-0.5226831806826149,1 days,1 days,0.8357832932852132,-0.34515117238815235,-1.2746956879330653,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27       8.358057     0.999936              NaT
2023-03-28       8.146428     0.999938              NaT
2023-03-29       8.366097     0.999936              NaT
2023-03-30       8.636557     0.999934              NaT
2023-03-31       8.607760     0.999934        1796 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice           PnL  ReturnPct  \
0    -6942        21       22   14.404134  15.471600  -7410.348966  -0.074108   
1    -5996        22       23   15.440656  16.687200  -7474.278419  -0.080731   
2     5090        23       24   16.720575  18.877399  10978.236700   0.128992   
3     5080        24       25   18.915154  21.639099  13837.640098   0.144009   
4    -5090        25       26   21.595821  17.670099  19981.922953   0.181782   
...    ...       ...      ...         ...        ...           ...        ...   
1796    -7      1817     1818    1.138957   1.085851      0.371739   0.046626   
1797    -7      1818     1819    1.083679   1.114836     -0.218097  -0.028751   
1798     7      1819     1820    1.117066   1.150450      0.233690   0.029886   
1799     7      1820     1821    1.152751   1.190687      0.265553   0.032909   
1800    -7      1821     1821    1.188306   1.190687     -0.016670  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-04-26 2018-04-27   1 days  
1    2018-04-27 2018-04-28   1 days  
2    2018-04-28 2018-04-29   1 days  
3    2018-04-29 2018-04-30   1 days  
4    2018-04-30 2018-05-01   1 days  
...         ...        ...      ...  
1796 2023-03-27 2023-03-28   1 days  
1797 2023-03-28 2023-03-29   1 days  
1798 2023-03-29 2023-03-30   1 days  
1799 2023-03-30 2023-03-31   1 days  
1800 2023-03-31 2023-03-31   0 days  

[1801 rows x 10 columns]",EOSUSD,RVGI
0,2018-04-05,2023-03-31,1821 days,98.84742041712404,33.77030887008092,215456.93542081243,-99.96622969112991,-58.75294797131444,-79.83659730265366,35.38967533321196,0.0,0.0,0.0,-99.98619297072801,-22.771274234135337,1715 days,256 days,1801,46.64075513603553,45.58425924676295,-37.21019339116284,-0.4450942563126614,1 days,1 days,0.8930709711049367,-0.2469731880687243,-0.877763459770899,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27      33.040978     0.999847              NaT
2023-03-28      33.311998     0.999845              NaT
2023-03-29      34.666921     0.999839              NaT
2023-03-30      33.748455     0.999843              NaT
2023-03-31      33.770309     0.999843        1715 days

[1822 rows x 3 columns]","       Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  \
0    -28003        21       22    3.570964   3.513440  1610.840652   0.016109   
1    -28978        22       23    3.506413   3.535670  -847.808761  -0.008344   
2     28442        23       24    3.542741   3.730300  5334.540564   0.052942   
3     28385        24       25    3.737760   3.767710   850.116563   0.008013   
4     28328        25       26    3.775245   3.623060 -4311.108578  -0.040311   
...     ...       ...      ...         ...        ...          ...        ...   
1796    -27      1817     1818    1.137157   1.078247     1.590573   0.051805   
1797     30      1818     1819    1.080403   1.089955     0.286545   0.008841   
1798     30      1819     1820    1.092135   1.137263     1.353843   0.041321   
1799     30      1820     1821    1.139538   1.109133    -0.912136  -0.026681   
1800     30      1821     1821    1.111351   1.109133    -0.066548  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-26 2018-04-27   1 days  
1    2018-04-27 2018-04-28   1 days  
2    2018-04-28 2018-04-29   1 days  
3    2018-04-29 2018-04-30   1 days  
4    2018-04-30 2018-05-01   1 days  
...         ...        ...      ...  
1796 2023-03-27 2023-03-28   1 days  
1797 2023-03-28 2023-03-29   1 days  
1798 2023-03-29 2023-03-30   1 days  
1799 2023-03-30 2023-03-31   1 days  
1800 2023-03-31 2023-03-31   0 days  

[1801 rows x 10 columns]",XTZUSD,RVGI
0,2018-04-05,2023-03-31,1821 days,79.52799121844127,1191.9970142904574,270679.3074998872,-98.80800298570954,371.041405059138,-58.8261446287087,40.277108307301326,0.0,0.0,0.0,-99.5596275809554,-11.215133522021311,1709 days,112 days,1437,47.947112038970076,25.89976928583615,-42.24828634262083,-0.3376477706447001,1 days,1 days,0.8882880708096114,-0.20665055674340096,-0.6402947837899826,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27    1191.997014     0.995596              NaT
2023-03-28    1191.997014     0.995596              NaT
2023-03-29    1191.997014     0.995596              NaT
2023-03-30    1191.997014     0.995596              NaT
2023-03-31    1191.997014     0.995596        1709 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar   EntryPrice    ExitPrice          PnL  \
0      161        21       22   619.315137   662.109009  6889.813286   
1      161        22       23   663.433227   644.645996 -3024.744146   
2      160        23       24   645.935288   683.911987  6076.271873   
3      160        24       25   685.279811   689.760986   716.988004   
4      160        25       26   691.140508   670.463013 -3308.399292   
...    ...       ...      ...          ...          ...          ...   
1432     1      1728     1729  1213.611665  1189.545991   -24.065674   
1433     1      1729     1730  1191.925083  1199.963134     8.038051   
1434     1      1730     1731  1202.363060  1199.347349    -3.015711   
1435     1      1731     1732  1201.746044  1195.463218    -6.282826   
1436    -1      1732     1733  1193.072292  1199.949824    -6.877532   

      ReturnPct  EntryTime   ExitTime Duration  
0      0.069099 2018-04-26 2018-04-27   1 days  
1     -0.028318 2018-04-27 2018-04-28   1 days  
2      0.058793 2018-04-28 2018-04-29   1 days  
3      0.006539 2018-04-29 2018-04-30   1 days  
4     -0.029918 2018-04-30 2018-05-01   1 days  
...         ...        ...        ...      ...  
1432  -0.019830 2022-12-28 2022-12-29   1 days  
1433   0.006744 2022-12-29 2022-12-30   1 days  
1434  -0.002508 2022-12-30 2022-12-31   1 days  
1435  -0.005228 2022-12-31 2023-01-01   1 days  
1436  -0.005765 2023-01-01 2023-01-02   1 days  

[1437 rows x 10 columns]",ETHUSD,RVGI
0,2018-04-05,2023-03-31,1821 days,98.84742041712404,313.1157074218161,327781.0976157156,-99.68688429257818,-24.41487648529008,-68.4995842794757,37.88155101329496,0.0,0.0,0.0,-99.90641859718664,-20.386318364386575,1314 days,119 days,1801,48.806218767351474,29.31704264720929,-36.69730268094364,-0.3296646561441352,1 days,1 days,0.8940482228780435,-0.19820513626793443,-0.45754141361087014,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27     318.546091     0.999028              NaT
2023-03-28     318.337613     0.999029              NaT
2023-03-29     324.210306     0.999011              NaT
2023-03-30     316.961185     0.999033              NaT
2023-03-31     313.115707     0.999045        1314 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  \
0     -692        21       22  144.409607  153.444000 -6251.800032  -0.062561   
1      609        22       23  153.750888  145.742004 -4877.410234  -0.052090   
2      608        23       24  146.033488  152.164993  3727.954974   0.041987   
3      607        24       25  152.469323  153.647003   714.851707   0.007724   
4      606        25       26  153.954297  148.343994 -3399.843682  -0.036441   
...    ...       ...      ...         ...         ...          ...        ...   
1796    -3      1817     1818   93.225525   89.307297    11.754685   0.042030   
1797    -3      1818     1819   89.128682   89.191892    -0.189629  -0.000709   
1798     3      1819     1820   89.370276   91.340789     5.911540   0.022049   
1799     3      1820     1821   91.523471   89.111243    -7.236683  -0.026356   
1800     3      1821     1821   89.289465   89.111243    -0.534667  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-26 2018-04-27   1 days  
1    2018-04-27 2018-04-28   1 days  
2    2018-04-28 2018-04-29   1 days  
3    2018-04-29 2018-04-30   1 days  
4    2018-04-30 2018-05-01   1 days  
...         ...        ...      ...  
1796 2023-03-27 2023-03-28   1 days  
1797 2023-03-28 2023-03-29   1 days  
1798 2023-03-29 2023-03-30   1 days  
1799 2023-03-30 2023-03-31   1 days  
1800 2023-03-31 2023-03-31   0 days  

[1801 rows x 10 columns]",LTCUSD,RVGI
0,2018-04-05,2023-03-31,1821 days,83.205268935236,45.557960102890625,106017.12783553998,-99.95444203989712,-81.20870457128323,-78.5902058855103,25.630767230180933,0.0,0.0,0.0,-99.95702773595832,-46.28175223780689,1720 days,600 days,1502,47.802929427430094,33.587339308934276,-57.2489188295767,-0.5725531196613676,1 days,1 days,0.8126191779468899,-0.38574584221030367,-1.6002505402054192,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000      0.00000              NaT
2018-04-06  100000.00000      0.00000              NaT
2018-04-07  100000.00000      0.00000              NaT
2018-04-08  100000.00000      0.00000              NaT
2018-04-09  100000.00000      0.00000              NaT
...                  ...          ...              ...
2023-03-27      45.55796      0.99957              NaT
2023-03-28      45.55796      0.99957              NaT
2023-03-29      45.55796      0.99957              NaT
2023-03-30      45.55796      0.99957              NaT
2023-03-31      45.55796      0.99957        1720 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  \
0     -216        21       22  462.188760  504.290008 -9093.869629  -0.091091   
1      179        22       23  505.298589  470.744995 -6185.093222  -0.068383   
2      179        23       24  471.686485  494.299988  4047.816985   0.047942   
3      179        24       25  495.288588  498.436005   563.387612   0.006355   
4      178        25       26  499.432877  473.161987 -4676.218297  -0.052601   
...    ...       ...      ...         ...         ...          ...        ...   
1497    -1      1735     1736   42.742497   45.775318    -3.032821  -0.070956   
1498    -1      1736     1737   45.683767   44.893709     0.790058   0.017294   
1499    -1      1737     1738   44.803922   45.816850    -1.012928  -0.022608   
1500    -1      1738     1739   45.725216   46.325464    -0.600248  -0.013127   
1501    -1      1739     1740   46.232813   47.792855    -1.560042  -0.033743   

      EntryTime   ExitTime Duration  
0    2018-04-26 2018-04-27   1 days  
1    2018-04-27 2018-04-28   1 days  
2    2018-04-28 2018-04-29   1 days  
3    2018-04-29 2018-04-30   1 days  
4    2018-04-30 2018-05-01   1 days  
...         ...        ...      ...  
1497 2023-01-04 2023-01-05   1 days  
1498 2023-01-05 2023-01-06   1 days  
1499 2023-01-06 2023-01-07   1 days  
1500 2023-01-07 2023-01-08   1 days  
1501 2023-01-08 2023-01-09   1 days  

[1502 rows x 10 columns]",DASHUSD,RVGI
0,2018-04-05,2023-03-31,1821 days,45.609220636663004,10170.607629034706,139524.90443047846,-89.8293923709653,313.79881495712596,-36.738062181082086,29.3913681492067,0.0,0.0,0.0,-92.94010153094435,-20.06365621720932,1709 days,257 days,828,44.806763285024154,17.159296696711678,-36.719000638991474,-0.3153492446147488,1 days,1 days,0.8118056036765432,-0.24396515833390153,-1.4284564500847894,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27   10170.607629     0.927105              NaT
2023-03-28   10170.607629     0.927105              NaT
2023-03-29   10170.607629     0.927105              NaT
2023-03-30   10170.607629     0.927105              NaT
2023-03-31   10170.607629     0.927105        1709 days

[1822 rows x 3 columns]","     Size  EntryBar  ExitBar    EntryPrice     ExitPrice          PnL  \
0     -11        21       22   8849.585672   9290.629883 -4851.486320   
1      10        22       23   9309.211143   8939.269531 -3699.416114   
2      10        23       24   8957.148070   9346.410156  3892.620859   
3      10        24       25   9365.102977   9426.110352   610.073751   
4      10        25       26   9444.962572   9251.469727 -1934.928457   
..    ...       ...      ...           ...           ...          ...   
823    -1       844      845   9885.407338  11017.463867 -1132.056529   
824     1       883      884  10250.825965  10512.530273   261.704309   
825     1       884      885  10533.555334  10167.216797  -366.338537   
826     1       885      886  10187.551230  10280.998047    93.446816   
827    -1       888      889  10113.883064  10242.330078  -128.447014   

     ReturnPct  EntryTime   ExitTime Duration  
0    -0.049838 2018-04-26 2018-04-27   1 days  
1    -0.039739 2018-04-27 2018-04-28   1 days  
2     0.043458 2018-04-28 2018-04-29   1 days  
3     0.006514 2018-04-29 2018-04-30   1 days  
4    -0.020486 2018-04-30 2018-05-01   1 days  
..         ...        ...        ...      ...  
823  -0.114518 2020-07-27 2020-07-28   1 days  
824   0.025530 2020-09-04 2020-09-05   1 days  
825  -0.034778 2020-09-05 2020-09-06   1 days  
826   0.009173 2020-09-06 2020-09-07   1 days  
827  -0.012700 2020-09-09 2020-09-10   1 days  

[828 rows x 10 columns]",BTCUSD,RVGI
0,2018-04-05,2023-03-31,1821 days,85.8397365532382,13.97131628090288,209193.09807022644,-99.9860286837191,49.52027266025875,-83.10422727573551,21.527950188492888,0.0,0.0,0.0,-99.99332213471202,-15.341617255832722,1598 days,128 days,1559,48.30019243104554,42.020354676859874,-42.27188820154368,-0.6460214643197237,1 days,1 days,0.788026038914638,-0.4525603065108563,-0.8863750134202831,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27      13.971316     0.999933              NaT
2023-03-28      13.971316     0.999933              NaT
2023-03-29      13.971316     0.999933              NaT
2023-03-30      13.971316     0.999933              NaT
2023-03-31      13.971316     0.999933        1598 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice           PnL  ReturnPct  \
0    -5387        21       22   18.560705  21.005800 -13171.730002  -0.131735   
1     4125        22       23   21.047812  20.570801  -1967.670377  -0.022663   
2     4117        23       24   20.611942  21.716600   4547.876979   0.053593   
3     4108        24       25   21.760034  21.842899    340.412292   0.003808   
4     4100        25       26   21.886585  21.856800   -122.118494  -0.001361   
...    ...       ...      ...         ...        ...           ...        ...   
1554    -1      1731     1732   15.512351  15.687238     -0.174887  -0.011274   
1555    -1      1732     1733   15.655864  15.782880     -0.127016  -0.008113   
1556    -1      1733     1734   15.751314  16.111077     -0.359763  -0.022840   
1557    -1      1734     1735   16.078855  15.895307      0.183548   0.011415   
1558    -1      1735     1736   15.863516  19.191867     -3.328351  -0.209812   

      EntryTime   ExitTime Duration  
0    2018-04-26 2018-04-27   1 days  
1    2018-04-27 2018-04-28   1 days  
2    2018-04-28 2018-04-29   1 days  
3    2018-04-29 2018-04-30   1 days  
4    2018-04-30 2018-05-01   1 days  
...         ...        ...      ...  
1554 2022-12-31 2023-01-01   1 days  
1555 2023-01-01 2023-01-02   1 days  
1556 2023-01-02 2023-01-03   1 days  
1557 2023-01-03 2023-01-04   1 days  
1558 2023-01-04 2023-01-05   1 days  

[1559 rows x 10 columns]",ETCUSD,RVGI
0,2018-04-05,2023-03-31,1821 days,98.84742041712404,158.32231590379538,158810.0105638165,-99.8416776840962,-79.29861249343946,-72.52193083521308,37.52260278808283,0.0,0.0,0.0,-99.90702582661535,-19.03779293804727,1711 days,180 days,1801,48.69516935036091,30.063092852964623,-42.6526912002927,-0.3716798240043562,1 days,1 days,0.9040469387535932,-0.20407831102691765,-1.0978664577900625,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27     153.421737     0.999034              NaT
2023-03-28     154.825104     0.999025              NaT
2023-03-29     157.871776     0.999006              NaT
2023-03-30     160.108331     0.998992              NaT
2023-03-31     158.322316     0.999003        1711 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  \
0     -352        21       22  283.908036  303.437012 -6874.199545  -0.068786   
1      306        22       23  304.043886  282.627014 -6553.562686  -0.070440   
2      305        23       24  283.192268  296.565002  4078.683922   0.047221   
3      305        24       25  297.158132  293.483002 -1120.914865  -0.012368   
4      304        25       26  294.069968  285.431000 -2626.246243  -0.029377   
...    ...       ...      ...         ...         ...          ...        ...   
1796    -4      1817     1818   36.173822   35.922099     1.006893   0.006959   
1797     4      1818     1819   35.993943   36.426508     1.730259   0.012018   
1798     4      1819     1820   36.499361   37.182091     2.730920   0.018705   
1799     4      1820     1821   37.256455   37.872206     2.463003   0.016527   
1800    -4      1821     1821   37.796462   37.872206    -0.302978  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-04-26 2018-04-27   1 days  
1    2018-04-27 2018-04-28   1 days  
2    2018-04-28 2018-04-29   1 days  
3    2018-04-29 2018-04-30   1 days  
4    2018-04-30 2018-05-01   1 days  
...         ...        ...      ...  
1796 2023-03-27 2023-03-28   1 days  
1797 2023-03-28 2023-03-29   1 days  
1798 2023-03-29 2023-03-30   1 days  
1799 2023-03-30 2023-03-31   1 days  
1800 2023-03-31 2023-03-31   0 days  

[1801 rows x 10 columns]",ZECUSD,RVGI
0,2018-04-05,2023-03-31,1821 days,98.84742041712404,15.757945659990838,133181.78478573603,-99.98424205434002,-43.4500353642518,-82.69196661679675,24.585413734963257,0.0,0.0,0.0,-99.98842581246168,-99.98842581246168,1797 days,1797 days,1801,47.751249305941144,27.162269231026603,-76.62912882903233,-0.4821231269289572,1 days,1 days,0.8474090092319065,-0.29947146358186083,-1.213471205472271,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27      16.026844     0.999880              NaT
2023-03-28      16.884947     0.999873              NaT
2023-03-29      17.531400     0.999868              NaT
2023-03-30      16.690414     0.999875              NaT
2023-03-31      15.757946     0.999882        1797 days

[1822 rows x 3 columns]","        Size  EntryBar  ExitBar  EntryPrice  ExitPrice           PnL  \
0     292279        21       22    0.342138   0.386439  12948.278284   
1     291696        22       23    0.387212   0.390447    943.672147   
2     291114        23       24    0.391228   0.429945  11271.091596   
3     290533        24       25    0.430805   0.458688   8100.963598   
4     289953        25       26    0.459605   0.425853  -9786.602678   
...      ...       ...      ...         ...        ...           ...   
1796     173      1817     1818    0.092108   0.092636      0.091370   
1797     172      1818     1819    0.092821   0.097777      0.852385   
1798     172      1819     1820    0.097973   0.101726      0.645593   
1799    -172      1820     1821    0.101523   0.106362     -0.832386   
1800    -157      1821     1821    0.106149   0.106362     -0.033398   

      ReturnPct  EntryTime   ExitTime Duration  
0      0.129483 2018-04-26 2018-04-27   1 days  
1      0.008355 2018-04-27 2018-04-28   1 days  
2      0.098963 2018-04-28 2018-04-29   1 days  
3      0.064723 2018-04-29 2018-04-30   1 days  
4     -0.073438 2018-04-30 2018-05-01   1 days  
...         ...        ...        ...      ...  
1796   0.005734 2023-03-27 2023-03-28   1 days  
1797   0.053390 2023-03-28 2023-03-29   1 days  
1798   0.038311 2023-03-29 2023-03-30   1 days  
1799  -0.047669 2023-03-30 2023-03-31   1 days  
1800  -0.002004 2023-03-31 2023-03-31   0 days  

[1801 rows x 10 columns]",XLMUSD,RVGI
