,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_equity_curve,_trades,Instrument,Strategy
0,2018-04-06,2023-03-31,1820 days,81.65842943437671,66217.81780531624,281010.0654359621,-33.782182194683756,76.26090254076604,-7.930385708435872,76.06716842588544,0.0,0.0,0.0,-76.57176857007664,-18.58688550876336,916 days,144 days,344,24.709302325581394,25.121743419222465,-11.11770747661025,-0.11975978656797448,19 days,5 days,1.0937785218875324,0.2830486463546638,-0.1533122710419516,"                   Equity  DrawdownPct DrawdownDuration
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27   65835.688472     0.765718              NaT
2023-03-28   65835.688472     0.765718              NaT
2023-03-29   65835.688472     0.765718              NaT
2023-03-30   66200.461655     0.764420              NaT
2023-03-31   66217.817805     0.764358         916 days

[1821 rows x 3 columns]","        Size  EntryBar  ExitBar  EntryPrice  ExitPrice           PnL  \
0   -1179299        31       36    0.084796   0.063584  25015.960230   
1    1605745        45       47    0.077855   0.069542 -13349.039908   
2   -1596454        48       49    0.069947   0.073201  -5195.139099   
3    1451609        49       50    0.073347   0.071067  -3310.252067   
4   -1454518        50       51    0.070925   0.072981  -2990.683913   
..       ...       ...      ...         ...        ...           ...   
339  1294018      1802     1810    0.065292   0.065216    -98.764630   
340 -1296612      1810     1811    0.065086   0.067220  -2767.530144   
341  1211845      1811     1811    0.067354   0.060499  -8307.851871   
342 -1225883      1812     1812    0.059806   0.065908  -7479.666282   
343  1020950      1819     1820    0.064485   0.064859    382.129334   

     ReturnPct  EntryTime   ExitTime Duration  
0     0.250160 2018-05-07 2018-05-12   5 days  
1    -0.106779 2018-05-21 2018-05-23   2 days  
2    -0.046524 2018-05-24 2018-05-25   1 days  
3    -0.031090 2018-05-25 2018-05-26   1 days  
4    -0.028990 2018-05-26 2018-05-27   1 days  
..         ...        ...        ...      ...  
339  -0.001169 2023-03-13 2023-03-21   8 days  
340  -0.032794 2023-03-21 2023-03-22   1 days  
341  -0.101783 2023-03-22 2023-03-22   0 days  
342  -0.102020 2023-03-23 2023-03-23   0 days  
343   0.005804 2023-03-30 2023-03-31   1 days  

[344 rows x 10 columns]",TRXUSD,SMA
0,2018-04-06,2023-03-31,1820 days,74.02526084568917,461901.7358303942,3985591.484228377,361.9017358303942,-78.24098833510985,35.89449627424517,130.3833685492235,0.27529965419396235,0.691383303970712,0.4041795762246949,-88.80828816122663,-14.125148411004728,348 days,39 days,290,31.379310344827587,25.53486469313698,-10.598185934561343,0.5293044258227075,17 days,5 days,1.3103478680491831,1.106606549957071,0.13427672310941854,"                   Equity  DrawdownPct DrawdownDuration
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27  452297.161048     0.886517              NaT
2023-03-28  446055.913986     0.888083              NaT
2023-03-29  453580.575774     0.886195              NaT
2023-03-30  461306.778362     0.884256              NaT
2023-03-31  461901.735830     0.884107         224 days

[1821 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice   ExitPrice           PnL  \
0     -351        25       28  284.860138  308.751007  -8385.695124   
1      296        28       31  309.368509  291.441010  -5306.539886   
2     -296        31       38  290.858127  320.358484  -8732.105512   
3      247        39       47  312.864470  314.282013    350.133052   
4     -248        47       52  313.653449  236.162247  19217.818139   
..     ...       ...      ...         ...         ...           ...   
285  13156      1813     1815   38.174145   35.543962 -34602.686206   
286 -13182      1815     1816   35.472874   36.246315 -10195.498260   
287  12594      1816     1817   36.318808   35.922099  -4996.148486   
288 -12620      1817     1818   35.850255   36.426508  -7272.315359   
289  12196      1818     1820   36.499361   37.872206  16743.217425   

     ReturnPct  EntryTime   ExitTime Duration  
0    -0.083869 2018-05-01 2018-05-04   3 days  
1    -0.057949 2018-05-04 2018-05-07   3 days  
2    -0.101425 2018-05-07 2018-05-14   7 days  
3     0.004531 2018-05-15 2018-05-23   8 days  
4     0.247060 2018-05-23 2018-05-28   5 days  
..         ...        ...        ...      ...  
285  -0.068900 2023-03-24 2023-03-26   2 days  
286  -0.021804 2023-03-26 2023-03-27   1 days  
287  -0.010923 2023-03-27 2023-03-28   1 days  
288  -0.016074 2023-03-28 2023-03-29   1 days  
289   0.037613 2023-03-29 2023-03-31   2 days  

[290 rows x 10 columns]",ZECUSD,SMA
0,2018-04-06,2023-03-31,1820 days,78.69302580999451,367246.3267036197,903965.732616668,267.2463267036197,13.41411453075053,29.789538649076608,106.17398788346102,0.2805728525688823,0.6879110432972925,0.4379824361838433,-68.01537273648215,-12.367585283161114,417 days,34 days,294,28.57142857142857,25.34869572302554,-11.132080436013748,0.44345149456730404,30 days,5 days,1.3036071162666227,0.9149100157184253,0.4205641554329378,"                   Equity  DrawdownPct DrawdownDuration
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27  367246.326704     0.593739              NaT
2023-03-28  367246.326704     0.593739              NaT
2023-03-29  367246.326704     0.593739              NaT
2023-03-30  367246.326704     0.593739              NaT
2023-03-31  367246.326704     0.593739         407 days

[1821 rows x 3 columns]","       Size  EntryBar  ExitBar  EntryPrice  ExitPrice           PnL  \
0   -124973        20       21    0.800170   0.851139  -6369.692349   
1    109786        21       22    0.852841   0.812063  -4476.884029   
2   -110006        22       23    0.810439   0.864399  -5935.937621   
3     96079        23       25    0.866128   0.838355  -2668.382659   
4    -96272        25       27    0.836678   0.858980  -2147.030225   
..      ...       ...      ...         ...        ...           ...   
289  883797      1797     1799    0.380929   0.370832  -8923.997032   
290 -885568      1799     1803    0.370090   0.373564  -3076.165681   
291  867364      1803     1805    0.374311   0.359947 -12458.927519   
292 -869102      1805     1807    0.359227   0.379787 -17868.644995   
293  773457      1807     1810    0.380547   0.474811  72909.673505   

     ReturnPct  EntryTime   ExitTime Duration  
0    -0.063697 2018-04-26 2018-04-27   1 days  
1    -0.047815 2018-04-27 2018-04-28   1 days  
2    -0.066581 2018-04-28 2018-04-29   1 days  
3    -0.032065 2018-04-29 2018-05-01   2 days  
4    -0.026655 2018-05-01 2018-05-03   2 days  
..         ...        ...        ...      ...  
289  -0.026507 2023-03-08 2023-03-10   2 days  
290  -0.009386 2023-03-10 2023-03-14   4 days  
291  -0.038375 2023-03-14 2023-03-16   2 days  
292  -0.057234 2023-03-16 2023-03-18   2 days  
293   0.247709 2023-03-18 2023-03-21   3 days  

[294 rows x 10 columns]",XRPUSD,SMA
0,2018-04-06,2023-03-31,1820 days,79.35200439319055,132972.16964339965,324251.9557207755,32.97216964339966,-79.7887271020821,5.878193188304026,99.98030358670538,0.05879351209617315,0.11623475215005492,0.08404715745197823,-69.93922657839596,-21.765758379805973,608 days,87 days,302,29.13907284768212,25.242501677846874,-11.038803866779933,0.09442355187947449,25 days,5 days,1.1717139429996608,0.5961262968944813,0.12669425035648335,"                   Equity  DrawdownPct DrawdownDuration
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27  136461.697704     0.579149              NaT
2023-03-28  133109.165851     0.589488              NaT
2023-03-29  128856.285470     0.602604              NaT
2023-03-30  132937.661759     0.590017              NaT
2023-03-31  132972.169643     0.589911          75 days

[1821 rows x 3 columns]","       Size  EntryBar  ExitBar  EntryPrice  ExitPrice           PnL  \
0     -5845        29       32   17.106818  18.867310 -10290.074921   
1      6383        45       46   14.054052  12.605400  -9246.748014   
2     -6540        47       56   12.303044  12.285300    116.045764   
3      6545        56       57   12.309871  15.346625  19875.554762   
4     -8896        66       77   11.292071   8.540475  24478.198681   
..      ...       ...      ...         ...        ...           ...   
297  135584      1806     1812    1.082690   1.095674   1760.414792   
298 -135856      1812     1813    1.093483   1.163646  -9532.111806   
299  119234      1813     1815    1.165973   1.116219  -5932.403252   
300 -119473      1815     1819    1.113987   1.150450  -4356.396328   
301  111676      1819     1820    1.152751   1.190687   4236.551904   

     ReturnPct  EntryTime   ExitTime Duration  
0    -0.102912 2018-05-05 2018-05-08   3 days  
1    -0.103077 2018-05-21 2018-05-22   1 days  
2     0.001442 2018-05-23 2018-06-01   9 days  
3     0.246693 2018-06-01 2018-06-02   1 days  
4     0.243675 2018-06-11 2018-06-22  11 days  
..         ...        ...        ...      ...  
297   0.011992 2023-03-17 2023-03-23   6 days  
298  -0.064165 2023-03-23 2023-03-24   1 days  
299  -0.042672 2023-03-24 2023-03-26   2 days  
300  -0.032732 2023-03-26 2023-03-30   4 days  
301   0.032909 2023-03-30 2023-03-31   1 days  

[302 rows x 10 columns]",EOSUSD,SMA
0,2018-04-06,2023-03-31,1820 days,87.20483250961011,105796.23516027848,309718.32262043224,5.796235160278477,324.7200824652504,1.1357717606868656,57.80189881308878,0.019649384951168403,0.0324756008519365,0.014904982315136558,-76.20081236416145,-9.961901715466528,671 days,45 days,294,27.2108843537415,24.877775080190712,-10.426903757469441,-0.027834633218626337,21 days,6 days,1.1044950600623957,0.2636324780724112,0.032837675844754416,"                   Equity  DrawdownPct DrawdownDuration
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27  111982.098084     0.638439              NaT
2023-03-28  111226.668168     0.640878              NaT
2023-03-29  106914.878204     0.654800              NaT
2023-03-30  105793.170618     0.658421              NaT
2023-03-31  105796.235160     0.658411         671 days

[1821 rows x 3 columns]","     Size  EntryBar  ExitBar    EntryPrice     ExitPrice           PnL  \
0     -11        26       27   9086.390410   9233.969727  -1623.372481   
1      10        27       32   9252.437666   9380.870117   1284.324511   
2     -10        32       45   9362.108377   8522.330078   8397.782989   
3      12        45       46   8539.374738   8419.870117  -1434.055453   
4     -12        46       56   8403.030377   7500.700195  10827.962180   
..    ...       ...      ...           ...           ...           ...   
289     3      1777     1785  24378.734075  23942.801448  -1307.797881   
290    -3      1785     1802  23894.915845  22193.987921   5102.783772   
291     4      1802     1806  22238.375897  27740.866016  22009.960478   
292    -4      1817     1819  27092.598723  28358.932106  -5065.333532   
293     3      1819     1820  28415.649970  28042.140173  -1120.529392   

     ReturnPct  EntryTime   ExitTime Duration  
0    -0.016242 2018-05-02 2018-05-03   1 days  
1     0.013881 2018-05-03 2018-05-08   5 days  
2     0.089700 2018-05-08 2018-05-21  13 days  
3    -0.013995 2018-05-21 2018-05-22   1 days  
4     0.107382 2018-05-22 2018-06-01  10 days  
..         ...        ...        ...      ...  
289  -0.017882 2023-02-16 2023-02-24   8 days  
290   0.071184 2023-02-24 2023-03-13  17 days  
291   0.247432 2023-03-13 2023-03-17   4 days  
292  -0.046741 2023-03-28 2023-03-30   2 days  
293  -0.013145 2023-03-30 2023-03-31   1 days  

[294 rows x 10 columns]",BTCUSD,SMA
0,2018-04-06,2023-03-31,1820 days,79.9560680944536,690044.0125518332,1620928.3277279986,590.0440125518331,-20.42303746637484,47.28003982779458,123.16412309988232,0.3838783457212773,1.0462366087850512,0.7020568541561106,-67.34502989024492,-11.879539840830956,459 days,35 days,297,32.323232323232325,25.01563014597663,-10.489965993791927,0.6526679184279294,20 days,5 days,1.3613312849063695,1.1632620516140157,0.5787957123472242,"                   Equity  DrawdownPct DrawdownDuration
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27  692836.709675     0.572568              NaT
2023-03-28  691990.032077     0.573090              NaT
2023-03-29  708693.327953     0.562786              NaT
2023-03-30  691362.111725     0.573478              NaT
2023-03-31  690044.012552     0.574291         354 days

[1821 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice           PnL  ReturnPct  \
0    -692        20       21  144.409607  153.444000  -6251.800032  -0.062561   
1     609        21       22  153.750888  145.742004  -4877.410234  -0.052090   
2    -611        22       23  145.450520  152.164993  -4102.542947  -0.046163   
3     555        23       25  152.469323  148.343994  -2289.557699  -0.027057   
4    -557        25       27  148.047306  163.324705  -8509.511459  -0.103193   
..    ...       ...      ...         ...         ...           ...        ...   
292 -9314      1805     1806   76.589523   78.963109 -22107.580172  -0.030991   
293  8737      1806     1810   79.121035   78.271836  -7419.453568  -0.010733   
294 -8754      1810     1811   78.115292   82.748020 -40554.898041  -0.059306   
295  7759      1811     1820   82.913516   89.111243  48088.163483   0.074749   
296 -7774      1820     1820   88.933021   89.111243  -1385.501606  -0.002004   

     EntryTime   ExitTime Duration  
0   2018-04-26 2018-04-27   1 days  
1   2018-04-27 2018-04-28   1 days  
2   2018-04-28 2018-04-29   1 days  
3   2018-04-29 2018-05-01   2 days  
4   2018-05-01 2018-05-03   2 days  
..         ...        ...      ...  
292 2023-03-16 2023-03-17   1 days  
293 2023-03-17 2023-03-21   4 days  
294 2023-03-21 2023-03-22   1 days  
295 2023-03-22 2023-03-31   9 days  
296 2023-03-31 2023-03-31   0 days  

[297 rows x 10 columns]",LTCUSD,SMA
0,2018-04-06,2023-03-31,1820 days,82.37232289950576,183503.7776489594,499043.5869456434,83.5037776489594,387.51133693292473,12.939230947079604,93.21323794648616,0.13881323331465037,0.27344714400984865,0.1746131305594709,-74.1022791677896,-12.158323430649705,941 days,52 days,308,29.87012987012987,25.084663540348885,-10.775260962310252,0.19613978157630996,20 days,5 days,1.2055704527523157,0.6470476465694053,0.2109963178537646,"                   Equity  DrawdownPct DrawdownDuration
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27  188553.856199     0.622170              NaT
2023-03-28  181818.898188     0.635665              NaT
2023-03-29  183427.001943     0.632443              NaT
2023-03-30  183497.683557     0.632301              NaT
2023-03-31  183503.777649     0.632289         941 days

[1821 rows x 3 columns]","     Size  EntryBar  ExitBar   EntryPrice    ExitPrice           PnL  \
0    -137        35       45   725.558974   717.192993   1146.139438   
1     140        45       46   718.627379   700.177978  -2582.916096   
2    -141        46       52   698.777623   524.416489  24584.919875   
3     211        57       65   581.589874   594.344971   2691.325376   
4    -212        65       74   593.156281   519.023010  15716.253337   
..    ...       ...      ...          ...          ...           ...   
303   113      1802     1814  1596.937803  1752.019266  17524.205364   
304  -113      1814     1816  1748.515227  1775.693754  -3071.173498   
305   109      1816     1817  1779.245142  1716.474998  -6841.945642   
306  -110      1817     1818  1713.042048  1774.284632  -6736.684240   
307   102      1818     1820  1777.833201  1794.424855   1692.348681   

     ReturnPct  EntryTime   ExitTime Duration  
0     0.011530 2018-05-11 2018-05-21  10 days  
1    -0.025673 2018-05-21 2018-05-22   1 days  
2     0.249523 2018-05-22 2018-05-28   6 days  
3     0.021931 2018-06-02 2018-06-10   8 days  
4     0.124981 2018-06-10 2018-06-19   9 days  
..         ...        ...        ...      ...  
303   0.097112 2023-03-13 2023-03-25  12 days  
304  -0.015544 2023-03-25 2023-03-27   2 days  
305  -0.035279 2023-03-27 2023-03-28   1 days  
306  -0.035751 2023-03-28 2023-03-29   1 days  
307   0.009333 2023-03-29 2023-03-31   2 days  

[308 rows x 10 columns]",ETHUSD,SMA
0,2018-04-06,2023-03-31,1820 days,77.48489840746842,3566345.819157432,5257247.264621657,3466.3458191574323,-42.09769446039406,104.70413337206045,173.97551097511382,0.6018325957785965,2.3920508777152407,1.8482439083132371,-56.65060379807587,-9.265209495183747,571 days,24 days,288,33.33333333333333,25.294560076038962,-10.556765727840745,1.2487489601215929,33 days,5 days,1.613727452369204,1.772957220900344,0.809102373286292,"                  Equity  DrawdownPct DrawdownDuration
2018-04-06  1.000000e+05     0.000000              NaT
2018-04-07  1.000000e+05     0.000000              NaT
2018-04-08  1.000000e+05     0.000000              NaT
2018-04-09  1.000000e+05     0.000000              NaT
2018-04-10  1.000000e+05     0.000000              NaT
...                  ...          ...              ...
2023-03-27  3.183325e+06     0.394488              NaT
2023-03-28  3.361204e+06     0.360653              NaT
2023-03-29  3.566346e+06     0.321632              NaT
2023-03-30  3.566346e+06     0.321632              NaT
2023-03-31  3.566346e+06     0.321632         571 days

[1821 rows x 3 columns]","         Size  EntryBar  ExitBar  EntryPrice  ExitPrice            PnL  \
0     -293451        20       20    0.340772   0.373469   -9594.852901   
1      233477        21       31    0.387212   0.413665    6176.195565   
2     -233945        31       35    0.412838   0.309708   24126.670648   
3      406249        56       64    0.297128   0.287071   -4085.674630   
4     -407063        64       68    0.286497   0.215972   28707.958506   
..        ...       ...      ...         ...        ...            ...   
283  33472075      1777     1778    0.090442   0.086266 -139763.385548   
284 -33539153      1778     1779    0.086093   0.090713 -154935.190536   
285  30063084      1779     1786    0.090894   0.089101  -53915.916486   
286 -30123331      1786     1802    0.088923   0.082967  179408.474523   
287  34379388      1802     1818    0.083133   0.103735  708286.420616   

     ReturnPct  EntryTime   ExitTime Duration  
0    -0.095949 2018-04-26 2018-04-26   0 days  
1     0.068317 2018-04-27 2018-05-07  10 days  
2     0.249807 2018-05-07 2018-05-11   4 days  
3    -0.033848 2018-06-01 2018-06-09   8 days  
4     0.246162 2018-06-09 2018-06-13   4 days  
..         ...        ...        ...      ...  
283  -0.046168 2023-02-16 2023-02-17   1 days  
284  -0.053657 2023-02-17 2023-02-18   1 days  
285  -0.019731 2023-02-18 2023-02-25   7 days  
286   0.066977 2023-02-25 2023-03-13  16 days  
287   0.247821 2023-03-13 2023-03-29  16 days  

[288 rows x 10 columns]",XLMUSD,SMA
0,2018-04-06,2023-03-31,1820 days,79.07742998352553,229940.37908828343,800513.6659263314,129.9403790882834,-80.14206142047229,18.16311004919422,101.91123238583538,0.1782248101998098,0.36703563819882806,0.25482822532192695,-71.27589585591858,-15.909714989406162,320 days,49 days,303,29.7029702970297,25.94368960720901,-13.80516087605469,0.275250627916912,31 days,5 days,1.2358075431502922,0.7573139892429759,0.21667532903684647,"                   Equity  DrawdownPct DrawdownDuration
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27  256207.254635     0.679946              NaT
2023-03-28  253787.140322     0.682970              NaT
2023-03-29  246690.336900     0.691835              NaT
2023-03-30  229940.379088     0.712759              NaT
2023-03-31  229940.379088     0.712759         279 days

[1821 rows x 3 columns]","     Size  EntryBar  ExitBar  EntryPrice   ExitPrice           PnL  ReturnPct  \
0    -211        25       28  472.215663  502.681000  -6428.185996  -0.064516   
1     185        28       31  503.686362  485.739014  -3320.259398  -0.035632   
2    -186        31       46  484.767536  363.916489  22478.294742   0.249297   
3     349        58       63  322.958623  312.635986  -3602.600345  -0.031963   
4    -349        63       76  312.010714  265.519989  16225.263139   0.149004   
..    ...       ...      ...         ...         ...           ...        ...   
298 -3824      1793     1799   69.220180   52.024865  65754.884384   0.248415   
299  5642      1804     1804   58.564278   52.639180 -33429.400467  -0.101173   
300 -5699      1805     1806   52.118343   57.424697 -30240.909041  -0.101814   
301  4565      1807     1817   58.442861   56.113630 -10632.941423  -0.039855   
302 -4574      1817     1819   56.001403   61.734985 -26225.407087  -0.102383   

     EntryTime   ExitTime Duration  
0   2018-05-01 2018-05-04   3 days  
1   2018-05-04 2018-05-07   3 days  
2   2018-05-07 2018-05-22  15 days  
3   2018-06-03 2018-06-08   5 days  
4   2018-06-08 2018-06-21  13 days  
..         ...        ...      ...  
298 2023-03-04 2023-03-10   6 days  
299 2023-03-15 2023-03-15   0 days  
300 2023-03-16 2023-03-17   1 days  
301 2023-03-18 2023-03-28  10 days  
302 2023-03-28 2023-03-30   2 days  

[303 rows x 10 columns]",DASHUSD,SMA
0,2018-04-06,2023-03-31,1820 days,75.45304777594728,397645.87309390213,777688.5407713584,297.64587309390214,-79.9731867723214,31.8750587558009,111.4871571617275,0.28590789797933164,0.7116666185164575,0.48337244409503555,-65.94306139125706,-18.688669317129385,470 days,62 days,301,31.561461794019934,25.119873960640625,-10.831520151466867,0.46091362197593355,16 days,5 days,1.3098318074269901,0.9222952558479802,0.6241925198227599,"                   Equity  DrawdownPct DrawdownDuration
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27  399717.252870     0.486019              NaT
2023-03-28  398220.968525     0.487943              NaT
2023-03-29  391024.186588     0.497197              NaT
2023-03-30  397720.987215     0.488586              NaT
2023-03-31  397645.873094     0.488682         241 days

[1821 rows x 3 columns]","     Size  EntryBar  ExitBar   EntryPrice    ExitPrice           PnL  \
0     -74        26       27  1350.832959  1459.550049  -8045.064644   
1      62        27       30  1462.469149  1823.399963  22377.710498   
2     -75        35       42  1524.435010  1146.442474  28349.440190   
3     141        57       65  1005.336677  1087.459961  11579.383011   
4    -142        65       68  1085.285041   819.097504  37798.630297   
..    ...       ...      ...          ...          ...           ...   
296 -2809      1778     1779   127.636857   133.421104 -16247.950621   
297  2560      1779     1786   133.687946   132.708445  -2507.523092   
298 -2566      1786     1802   132.443028   121.309425  28568.825580   
299  3031      1802     1812   121.552044   126.302194  14397.705105   
300 -3037      1812     1820   126.049590   121.170831  14816.789905   

     ReturnPct  EntryTime   ExitTime Duration  
0    -0.080482 2018-05-02 2018-05-03   1 days  
1     0.246796 2018-05-03 2018-05-06   3 days  
2     0.247956 2018-05-11 2018-05-18   7 days  
3     0.081687 2018-06-02 2018-06-10   8 days  
4     0.245270 2018-06-10 2018-06-13   3 days  
..         ...        ...        ...      ...  
296  -0.045318 2023-02-17 2023-02-18   1 days  
297  -0.007327 2023-02-18 2023-02-25   7 days  
298   0.084063 2023-02-25 2023-03-13  16 days  
299   0.039079 2023-03-13 2023-03-23  10 days  
300   0.038705 2023-03-23 2023-03-31   8 days  

[301 rows x 10 columns]",BCHUSD,SMA
