,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_equity_curve,_trades,Instrument,Strategy,StrategyParameters
0,2018-04-05,2023-04-04,1825 days,99.12629070691025,856.7093229998975,103707.8267899999,-99.1432906770001,27.927250864271752,-61.431005549812376,14.988212452820306,0.0,0.0,0.0,-99.17392028208761,-41.14941301364921,1583 days,603 days,1248,41.34615384615385,15.694935840780532,-35.86322512191127,-0.38434233892493674,4 days,2 days,0.6015293476044826,-0.357081333005549,-2.667166565278556,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
2018-04-11  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-29     859.516723     0.991712              NaT
2023-03-30     861.321723     0.991695              NaT
2023-03-31     866.622723     0.991644              NaT
2023-04-03     862.314523     0.991685              NaT
2023-04-04     856.709323     0.991739        1583 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0    -1485        11       12    67.30512      66.60  1047.10320   0.010476   
1    -1520        12       13    66.46680      66.62  -232.86400  -0.002305   
2    -1516        13       14    66.48676      65.38  1677.84816   0.016646   
3    -1570        14       15    65.24924      65.26   -16.89320  -0.000165   
4    -1573        15       16    65.12948      66.69 -2454.69796  -0.023960   
...    ...       ...      ...         ...        ...         ...        ...   
1243    10      1254     1255    84.55377      84.75     1.96230   0.002321   
1244    10      1255     1256    84.91950      84.95     0.30500   0.000359   
1245    10      1256     1257    85.11990      85.41     2.90100   0.003408   
1246    10      1257     1258    85.58082      85.13    -4.50820  -0.005268   
1247    10      1258     1258    85.30026      85.13    -1.70260  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-20 2018-04-23   3 days  
1    2018-04-23 2018-04-24   1 days  
2    2018-04-24 2018-04-25   1 days  
3    2018-04-25 2018-04-26   1 days  
4    2018-04-26 2018-04-27   1 days  
...         ...        ...      ...  
1243 2023-03-29 2023-03-30   1 days  
1244 2023-03-30 2023-03-31   1 days  
1245 2023-03-31 2023-04-03   3 days  
1246 2023-04-03 2023-04-04   1 days  
1247 2023-04-04 2023-04-04   0 days  

[1248 rows x 10 columns]",ATVI,FWMA,
0,2018-04-05,2023-04-04,1825 days,99.12629070691025,9061.315749999767,108327.99909999999,-90.93868425000024,4.252942692671194,-38.15955641458425,21.690854274869448,0.0,0.0,0.0,-93.11135732959387,-32.79315316748478,1786 days,602 days,1248,47.11538461538461,13.145750397777867,-16.170477015945885,-0.1917207228962381,4 days,2 days,0.8043193993934397,-0.16699178380200208,-2.5464041167853138,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-09  100000.00000     0.000000              NaT
2018-04-10  100000.00000     0.000000              NaT
2018-04-11  100000.00000     0.000000              NaT
...                  ...          ...              ...
2023-03-29    8866.72419     0.918149              NaT
2023-03-30    8928.36819     0.917580              NaT
2023-03-31    9135.38319     0.915669              NaT
2023-04-03    9197.53495     0.915095              NaT
2023-04-04    9061.31575     0.916353        1786 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0     -951        11       12   105.06944     103.26  1720.77744   0.017221   
1     -987        12       13   103.05348     105.76 -2671.33524  -0.026263   
2     -938        13       14   105.54848     106.82 -1192.68576  -0.012047   
3      914        14       15   107.03364     112.02  4557.53304   0.046587   
4      912        15       16   112.24404     113.15   826.23552   0.008071   
...    ...       ...      ...         ...        ...         ...        ...   
1243    75      1254     1255   116.55264     119.04   186.55200   0.021341   
1244    75      1255     1256   119.27808     119.90    46.64400   0.005214   
1245    75      1256     1257   120.13980     121.88   130.51500   0.014485   
1246    74      1257     1258   122.12376     122.70    42.64176   0.004718   
1247    74      1258     1258   122.94540     122.70   -18.15960  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-20 2018-04-23   3 days  
1    2018-04-23 2018-04-24   1 days  
2    2018-04-24 2018-04-25   1 days  
3    2018-04-25 2018-04-26   1 days  
4    2018-04-26 2018-04-27   1 days  
...         ...        ...      ...  
1243 2023-03-29 2023-03-30   1 days  
1244 2023-03-30 2023-03-31   1 days  
1245 2023-03-31 2023-04-03   3 days  
1246 2023-04-03 2023-04-04   1 days  
1247 2023-04-04 2023-04-04   0 days  

[1248 rows x 10 columns]",AAP,FWMA,
0,2018-04-05,2023-04-04,1825 days,99.12629070691025,3391.430756799876,103471.84556,-96.60856924320012,72.29578598908472,-49.202407121994796,19.452192951458056,0.0,0.0,0.0,-97.32496305461677,-48.7745852503994,1805 days,905 days,1248,45.43269230769231,12.385313962069223,-11.403197709114199,-0.2781030511587623,4 days,2 days,0.7301132393062134,-0.25302146108482726,-3.349817566500101,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
2018-04-11  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-29    3374.059557     0.967392              NaT
2023-03-30    3389.873157     0.967239              NaT
2023-03-31    3411.516517     0.967030              NaT
2023-04-03    3363.102437     0.967497              NaT
2023-04-04    3391.430757     0.967224        1805 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0     -441        11       12   226.54600     226.39    68.79600   0.000689   
1     -442        12       13   225.93722     227.00  -469.74876  -0.004704   
2     -439        13       14   226.54600     218.16  3681.45400   0.037017   
3     -474        14       15   217.72368     219.77  -969.95568  -0.009399   
4     -466        15       16   219.33046     223.08 -1747.28564  -0.017095   
...    ...       ...      ...         ...        ...         ...        ...   
1243     8      1254     1255   377.43336     381.65    33.73312   0.011172   
1244     8      1255     1256   382.41330     382.29    -0.98640  -0.000322   
1245     8      1256     1257   383.05458     380.88   -17.39664  -0.005677   
1246     8      1257     1258   381.64176     382.24     4.78592   0.001568   
1247    -8      1258     1258   381.47552     382.24    -6.11584  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-04-20 2018-04-23   3 days  
1    2018-04-23 2018-04-24   1 days  
2    2018-04-24 2018-04-25   1 days  
3    2018-04-25 2018-04-26   1 days  
4    2018-04-26 2018-04-27   1 days  
...         ...        ...      ...  
1243 2023-03-29 2023-03-30   1 days  
1244 2023-03-30 2023-03-31   1 days  
1245 2023-03-31 2023-04-03   3 days  
1246 2023-04-03 2023-04-04   1 days  
1247 2023-04-04 2023-04-04   0 days  

[1248 rows x 10 columns]",ADBE,FWMA,
0,2018-04-05,2023-04-04,1825 days,99.12629070691025,11597.153679999898,100000.0,-88.4028463200001,46.24713958810067,-35.02868619738122,21.227404758290035,0.0,0.0,0.0,-88.7489029900001,-88.7489029900001,1811 days,1811 days,1248,44.71153846153847,26.063662149385447,-10.505264761397592,-0.17398296934764135,4 days,2 days,0.7684704172174366,-0.15586164157565188,-3.0311290182000326,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-09  100000.00000     0.000000              NaT
2018-04-10  100000.00000     0.000000              NaT
2018-04-11  100000.00000     0.000000              NaT
...                  ...          ...              ...
2023-03-29   11360.40352     0.886396              NaT
2023-03-30   11337.63968     0.886624              NaT
2023-03-31   11355.53118     0.886445              NaT
2023-04-03   11357.47368     0.886425              NaT
2023-04-04   11597.15368     0.884028        1811 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  \
0     2200        11       12    45.44070      45.36 -177.54000  -0.001776   
1     2196        12       13    45.45072      45.41  -89.42112  -0.000896   
2     2191        13       14    45.50082      45.20 -659.09662  -0.006611   
3    -2196        14       15    45.10960      45.52 -901.23840  -0.009098   
4     2152        15       16    45.61104      45.56 -109.83808  -0.001119   
...    ...       ...      ...         ...        ...        ...        ...   
1243   176      1254     1255    64.46868      64.67   35.43232   0.003123   
1244   176      1255     1256    64.79934      64.51  -50.92384  -0.004465   
1245   175      1256     1257    64.63902      64.45  -33.07850  -0.002924   
1246   175      1257     1258    64.57890      65.10   91.19250   0.008069   
1247   175      1258     1258    65.23020      65.10  -22.78500  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-20 2018-04-23   3 days  
1    2018-04-23 2018-04-24   1 days  
2    2018-04-24 2018-04-25   1 days  
3    2018-04-25 2018-04-26   1 days  
4    2018-04-26 2018-04-27   1 days  
...         ...        ...      ...  
1243 2023-03-29 2023-03-30   1 days  
1244 2023-03-30 2023-03-31   1 days  
1245 2023-03-31 2023-04-03   3 days  
1246 2023-04-03 2023-04-04   1 days  
1247 2023-04-04 2023-04-04   0 days  

[1248 rows x 10 columns]",AFL,FWMA,
0,2018-04-05,2023-04-04,1825 days,99.12629070691025,15052.476529999885,103433.83680000008,-84.94752347000012,78.6630654962863,-31.54724218120373,19.36489992892656,0.0,0.0,0.0,-85.89639270734286,-16.730820005213953,1701 days,301 days,1248,45.51282051282051,10.650454050621171,-7.033425472494114,-0.15262653910010915,4 days,2 days,0.790122540081139,-0.13899835943171945,-2.9112622602695137,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-09  100000.00000     0.000000              NaT
2018-04-10  100000.00000     0.000000              NaT
2018-04-11  100000.00000     0.000000              NaT
...                  ...          ...              ...
2023-03-29   14761.56845     0.857285              NaT
2023-03-30   14821.36745     0.856707              NaT
2023-03-31   14826.96233     0.856653              NaT
2023-04-03   14938.05033     0.855579              NaT
2023-04-04   15052.47653     0.854472        1701 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0     2171        11       12    46.05192      45.56 -1067.95832  -0.010682   
1    -2175        12       13    45.46888      45.51   -89.43600  -0.000904   
2    -2176        13       14    45.41898      45.14   607.06048   0.006142   
3    -2207        14       15    45.04972      45.83 -1722.07796  -0.017320   
4     2128        15       16    45.92166      45.86  -131.21248  -0.001343   
...    ...       ...      ...         ...        ...         ...        ...   
1243   186      1254     1255    79.62894      79.25   -70.48284  -0.004759   
1244   186      1255     1256    79.40850      79.96   102.57900   0.006945   
1245   186      1256     1257    80.11992      79.60   -96.70512  -0.006489   
1246   185      1257     1258    79.75920      80.37   112.99800   0.007658   
1247   185      1258     1258    80.53074      80.37   -29.73690  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-20 2018-04-23   3 days  
1    2018-04-23 2018-04-24   1 days  
2    2018-04-24 2018-04-25   1 days  
3    2018-04-25 2018-04-26   1 days  
4    2018-04-26 2018-04-27   1 days  
...         ...        ...      ...  
1243 2023-03-29 2023-03-30   1 days  
1244 2023-03-30 2023-03-31   1 days  
1245 2023-03-31 2023-04-03   3 days  
1246 2023-04-03 2023-04-04   1 days  
1247 2023-04-04 2023-04-04   0 days  

[1248 rows x 10 columns]",ADM,FWMA,
0,2018-04-05,2023-04-04,1825 days,99.12629070691025,2940.2972599997715,104468.49449999996,-97.05970274000023,1.3080947983994986,-50.633203925823324,15.204573287739779,0.0,0.0,0.0,-97.27940323673396,-33.567486813485075,1798 days,604 days,1248,44.79166666666667,8.004986350654065,-13.311651482332465,-0.2860241047797585,4 days,2 days,0.6849415396563716,-0.2672689666728041,-3.1059919713854507,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-09  100000.00000     0.000000              NaT
2018-04-10  100000.00000     0.000000              NaT
2018-04-11  100000.00000     0.000000              NaT
...                  ...          ...              ...
2023-03-29    2902.05512     0.972221              NaT
2023-03-30    2853.37712     0.972687              NaT
2023-03-31    2842.16648     0.972794              NaT
2023-04-03    2844.13586     0.972775              NaT
2023-04-04    2940.29726     0.971855        1798 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0     1522        11       12    65.66106      65.54  -184.25332  -0.001844   
1     1519        12       13    65.67108      65.16  -776.33052  -0.007782   
2    -1522        13       14    65.02968      63.50  2328.17296   0.023523   
3    -1599        14       15    63.37300      61.54  2930.96700   0.028924   
4    -1698        15       16    61.41692      62.58 -1974.90984  -0.018937   
...    ...       ...      ...         ...        ...         ...        ...   
1243    42      1254     1255    68.96766      69.50    22.35828   0.007719   
1244    42      1255     1256    69.63900      68.46   -49.51800  -0.016930   
1245   -42      1256     1257    68.32308      68.91   -24.65064  -0.008590   
1246    41      1257     1258    69.04782      68.65   -16.31062  -0.005762   
1247    41      1258     1258    68.78730      68.65    -5.62930  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-20 2018-04-23   3 days  
1    2018-04-23 2018-04-24   1 days  
2    2018-04-24 2018-04-25   1 days  
3    2018-04-25 2018-04-26   1 days  
4    2018-04-26 2018-04-27   1 days  
...         ...        ...      ...  
1243 2023-03-29 2023-03-30   1 days  
1244 2023-03-30 2023-03-31   1 days  
1245 2023-03-31 2023-04-03   3 days  
1246 2023-04-03 2023-04-04   1 days  
1247 2023-04-04 2023-04-04   0 days  

[1248 rows x 10 columns]",AOS,FWMA,
0,2018-04-05,2023-04-04,1825 days,99.12629070691025,3393.453965799784,100080.10886,-96.6065460342002,71.73404610758436,-49.19634294108558,14.72251253938746,0.0,0.0,0.0,-96.70524743292152,-49.00250366646077,1806 days,906 days,1248,42.06730769230769,9.244552575779519,-9.166426242892777,-0.27242524780182187,4 days,2 days,0.6420498567001979,-0.25918766769512985,-5.062977983298485,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
2018-04-11  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-29    3339.691036     0.966630              NaT
2023-03-30    3297.391956     0.967052              NaT
2023-03-31    3362.737566     0.966400              NaT
2023-04-03    3366.974766     0.966357              NaT
2023-04-04    3393.453966     0.966093        1806 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0     1667        11       12    59.96970     59.280 -1149.72990  -0.011501   
1    -1670        12       13    59.16144     59.090   119.30480   0.001208   
2    -1678        13       14    58.97182     58.040  1563.59396   0.015801   
3    -1735        14       15    57.92392     58.690 -1329.14880  -0.013226   
4    -1693        15       16    58.57262     59.490 -1553.12434  -0.015662   
...    ...       ...      ...         ...        ...         ...        ...   
1243   -34      1254     1255    97.81398     99.380   -53.24468  -0.016010   
1244    33      1255     1256    99.57876     99.915    11.09592   0.003377   
1245    33      1256     1257   100.11483    100.800    22.61061   0.006844   
1246    33      1257     1258   101.00160    101.900    29.64720   0.008895   
1247    33      1258     1258   102.10380    101.900    -6.72540  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-20 2018-04-23   3 days  
1    2018-04-23 2018-04-24   1 days  
2    2018-04-24 2018-04-25   1 days  
3    2018-04-25 2018-04-26   1 days  
4    2018-04-26 2018-04-27   1 days  
...         ...        ...      ...  
1243 2023-03-29 2023-03-30   1 days  
1244 2023-03-30 2023-03-31   1 days  
1245 2023-03-31 2023-04-03   3 days  
1246 2023-04-03 2023-04-04   1 days  
1247 2023-04-04 2023-04-04   0 days  

[1248 rows x 10 columns]",ABT,FWMA,
0,2018-04-05,2023-04-04,1825 days,99.12629070691025,3273.4736131997442,100668.04896,-96.72652638680024,73.30007591367533,-49.56106955585534,13.697029767486887,0.0,0.0,0.0,-96.78178166094484,-96.78178166094484,1810 days,1810 days,1248,42.2275641025641,7.916065230694491,-10.3056481094691,-0.2747904348793906,4 days,2 days,0.6443946223757531,-0.26102101409500084,-4.280316617690389,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
2018-04-11  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-29    3269.302013     0.967524              NaT
2023-03-30    3261.381613     0.967603              NaT
2023-03-31    3284.044413     0.967377              NaT
2023-04-03    3298.714413     0.967232              NaT
2023-04-04    3273.473613     0.967482        1810 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0    -1072        11       12    93.22318      92.93   314.28896   0.003145   
1    -1081        12       13    92.74414      92.95  -222.53466  -0.002220   
2     1074        13       14    93.13590      90.96 -2336.91660  -0.023363   
3    -1076        14       15    90.77808      94.00 -3466.78592  -0.035492   
4    -1005        15       16    93.81200      97.44 -3646.14000  -0.038673   
...    ...       ...      ...         ...        ...         ...        ...   
1243    20      1254     1255   159.29796     158.01   -25.75920  -0.008085   
1244    20      1255     1256   158.32602     158.43     2.07960   0.000657   
1245    20      1256     1257   158.74686     158.25    -9.93720  -0.003130   
1246    20      1257     1258   158.56650     160.51    38.87000   0.012257   
1247    20      1258     1258   160.83102     160.51    -6.42040  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-20 2018-04-23   3 days  
1    2018-04-23 2018-04-24   1 days  
2    2018-04-24 2018-04-25   1 days  
3    2018-04-25 2018-04-26   1 days  
4    2018-04-26 2018-04-27   1 days  
...         ...        ...      ...  
1243 2023-03-29 2023-03-30   1 days  
1244 2023-03-30 2023-03-31   1 days  
1245 2023-03-31 2023-04-03   3 days  
1246 2023-04-03 2023-04-04   1 days  
1247 2023-04-04 2023-04-04   0 days  

[1248 rows x 10 columns]",ABBV,FWMA,
0,2018-04-05,2023-04-04,1825 days,99.12629070691025,6773.204899999934,105117.44205999999,-93.22679510000006,110.4293544457978,-41.659102332467626,18.03904805282187,0.0,0.0,0.0,-93.70389648920275,-32.45703876779266,1789 days,603 days,1248,45.3525641025641,11.778850306010003,-11.492088245708498,-0.21605718993593648,4 days,2 days,0.7369386027167835,-0.20006830314702678,-2.719031683084131,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-09  100000.00000     0.000000              NaT
2018-04-10  100000.00000     0.000000              NaT
2018-04-11  100000.00000     0.000000              NaT
...                  ...          ...              ...
2023-03-29    6767.23472     0.935622              NaT
2023-03-30    6644.75826     0.936787              NaT
2023-03-31    6820.13906     0.935119              NaT
2023-04-03    6783.15190     0.935471              NaT
2023-04-04    6773.20490     0.935565        1789 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0    -1472        11       12    67.90392      67.71   285.45024   0.002856   
1    -1484        12       13    67.57458      66.39  1757.91672   0.017530   
2     1533        13       14    66.52278      66.69   256.34826   0.002514   
3    -1537        14       15    66.55662      66.22   517.38494   0.005058   
4    -1555        15       16    66.08756      66.34  -392.54420  -0.003820   
...    ...       ...      ...         ...        ...         ...        ...   
1243   -50      1254     1255   133.68210     135.27   -79.39500  -0.011878   
1244    49      1255     1256   135.54054     135.40    -6.88646  -0.001037   
1245    49      1256     1257   135.67080     137.42    85.71080   0.012893   
1246    49      1257     1258   137.69484     138.25    27.20284   0.004032   
1247    49      1258     1258   138.52650     138.25   -13.54850  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-20 2018-04-23   3 days  
1    2018-04-23 2018-04-24   1 days  
2    2018-04-24 2018-04-25   1 days  
3    2018-04-25 2018-04-26   1 days  
4    2018-04-26 2018-04-27   1 days  
...         ...        ...      ...  
1243 2023-03-29 2023-03-30   1 days  
1244 2023-03-30 2023-03-31   1 days  
1245 2023-03-31 2023-04-03   3 days  
1246 2023-04-03 2023-04-04   1 days  
1247 2023-04-04 2023-04-04   0 days  

[1248 rows x 10 columns]",A,FWMA,
0,2018-04-05,2023-04-04,1825 days,99.12629070691025,3394.223768599843,100000.0,-96.60577623140017,82.14620032337672,-49.19403636431214,14.51818907311072,0.0,0.0,0.0,-96.61470693140015,-96.61470693140015,1811 days,1811 days,1248,41.506410256410255,8.554074175933435,-9.415457635199376,-0.27437822960353353,4 days,2 days,0.6446873417138538,-0.2605244825871726,-4.247964673072049,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
2018-04-10  100000.000000     0.000000              NaT
2018-04-11  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-29    3472.213969     0.965278              NaT
2023-03-30    3438.676869     0.965613              NaT
2023-03-31    3479.149269     0.965209              NaT
2023-04-03    3385.293069     0.966147              NaT
2023-04-04    3394.223769     0.966058        1811 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0      849        11       12   117.73500    117.260  -403.27500  -0.004034   
1     -851        12       13   117.02548    118.050  -871.86652  -0.008755   
2     -837        13       14   117.81390    116.360  1216.91430   0.012341   
3     -860        14       15   116.12728    116.980  -733.33920  -0.007343   
4     -849        15       16   116.74604    118.440 -1438.17204  -0.014510   
...    ...       ...      ...         ...        ...         ...        ...   
1243   -16      1254     1255   215.67778    220.570   -78.27552  -0.022683   
1244    15      1255     1256   221.01114    220.920    -1.36710  -0.000412   
1245    15      1256     1257   221.36184    218.540   -42.32760  -0.012748   
1246    15      1257     1258   218.97708    216.155   -42.33120  -0.012888   
1247   -15      1258     1258   215.72269    216.155    -6.48465  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-04-20 2018-04-23   3 days  
1    2018-04-23 2018-04-24   1 days  
2    2018-04-24 2018-04-25   1 days  
3    2018-04-25 2018-04-26   1 days  
4    2018-04-26 2018-04-27   1 days  
...         ...        ...      ...  
1243 2023-03-29 2023-03-30   1 days  
1244 2023-03-30 2023-03-31   1 days  
1245 2023-03-31 2023-04-03   3 days  
1246 2023-04-03 2023-04-04   1 days  
1247 2023-04-04 2023-04-04   0 days  

[1248 rows x 10 columns]",ADP,FWMA,
