,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_equity_curve,_trades,Instrument,Strategy
0,2018-04-05,2023-03-31,1821 days,58.562019758507134,1077.2553250012209,145791.4058255668,-98.92274467499877,371.041405059138,-59.65258124008487,30.907381050697623,0.0,0.0,0.0,-99.26115294183388,-19.63293223274052,1768 days,298 days,1053,43.87464387464387,25.89976928583615,-42.24828634262083,-0.4426623355841319,1 days,1 days,0.8262110715281585,-0.3179248190362046,-0.9383130414306322,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27    1077.255325     0.992611              NaT
2023-03-28    1077.255325     0.992611              NaT
2023-03-29    1077.255325     0.992611              NaT
2023-03-30    1077.255325     0.992611              NaT
2023-03-31    1077.255325     0.992611        1768 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar   EntryPrice    ExitPrice          PnL  \
0     -122        31       32   814.455837   793.338989  2576.255380   
1     -129        32       33   791.752311   755.008972  4739.890747   
2      141        33       34   756.518990   752.901978  -509.998783   
3     -142        34       35   751.396174   752.578979  -167.958446   
4     -141        35       36   751.073822   727.013000  3392.575767   
...    ...       ...      ...          ...          ...          ...   
1048    -1      1654     1655  1293.747649  1275.064122    18.683527   
1049    -1      1655     1656  1272.513994  1305.924136   -33.410142   
1050    -1      1659     1660  1282.507424  1282.665635    -0.158211   
1051    -1      1660     1661  1280.100304  1299.829221   -19.728917   
1052    -1      1680     1681  1098.966833  1296.295041  -197.328208   

      ReturnPct  EntryTime   ExitTime Duration  
0      0.025928 2018-05-06 2018-05-07   1 days  
1      0.046408 2018-05-07 2018-05-08   1 days  
2     -0.004781 2018-05-08 2018-05-09   1 days  
3     -0.001574 2018-05-09 2018-05-10   1 days  
4      0.032035 2018-05-10 2018-05-11   1 days  
...         ...        ...        ...      ...  
1048   0.014441 2022-10-15 2022-10-16   1 days  
1049  -0.026255 2022-10-16 2022-10-17   1 days  
1050  -0.000123 2022-10-20 2022-10-21   1 days  
1051  -0.015412 2022-10-21 2022-10-22   1 days  
1052  -0.179558 2022-11-10 2022-11-11   1 days  

[1053 rows x 10 columns]",ETHUSD,CDLZ
0,2018-04-05,2023-03-31,1821 days,46.15806805708013,10222.016025997695,162423.59541807865,-89.77798397400231,313.79881495712596,-36.67413313848448,29.213367264708047,0.0,0.0,0.0,-93.70656954139808,-16.43709789103304,1588 days,179 days,837,42.77180406212665,17.159296696711678,-36.719000638991474,-0.3172700935375361,1 days,1 days,0.8099158980334906,-0.24649379531053506,-1.1084140568876795,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27   10222.016026     0.937066              NaT
2023-03-28   10222.016026     0.937066              NaT
2023-03-29   10222.016026     0.937066              NaT
2023-03-30   10222.016026     0.937066              NaT
2023-03-31   10222.016026     0.937066        1588 days

[1822 rows x 3 columns]","     Size  EntryBar  ExitBar    EntryPrice     ExitPrice          PnL  \
0     -10        31       32   9825.618951   9645.669922  1799.490293   
1     -10        32       33   9626.378582   9380.870117  2455.084649   
2     -11        33       34   9362.108377   9223.730469  1522.156990   
3     -11        34       35   9205.283008   9325.959961 -1327.446483   
4      11        35       36   9344.611881   9052.959961 -3208.171119   
..    ...       ...      ...           ...           ...          ...   
832     1       885      886  10187.551230  10280.998047    93.446816   
833     1       886      887  10301.560043  10369.306641    67.746598   
834     1       887      888  10390.045254  10134.151367  -255.893887   
835    -1       888      889  10113.883064  10242.330078  -128.447014   
836    -1       889      890  10221.845418  10369.028320  -147.182902   

     ReturnPct  EntryTime   ExitTime Duration  
0     0.018314 2018-05-06 2018-05-07   1 days  
1     0.025504 2018-05-07 2018-05-08   1 days  
2     0.014781 2018-05-08 2018-05-09   1 days  
3    -0.013110 2018-05-09 2018-05-10   1 days  
4    -0.031211 2018-05-10 2018-05-11   1 days  
..         ...        ...        ...      ...  
832   0.009173 2020-09-06 2020-09-07   1 days  
833   0.006576 2020-09-07 2020-09-08   1 days  
834  -0.024629 2020-09-08 2020-09-09   1 days  
835  -0.012700 2020-09-09 2020-09-10   1 days  
836  -0.014399 2020-09-10 2020-09-11   1 days  

[837 rows x 10 columns]",BTCUSD,CDLZ
0,2018-04-05,2023-03-31,1821 days,98.29857299670691,2.994463240349092,149501.08638719041,-99.99700553675966,-81.40466341317104,-87.58993343903055,17.40443645281485,0.0,0.0,0.0,-99.99799702911015,-36.72010789533087,1573 days,357 days,1790,44.97206703910614,38.82035190314983,-56.71275740424131,-0.6117425175155788,1 days,1 days,0.7984287156070937,-0.43073162326209324,-1.0618239604548878,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27       3.257680     0.999978              NaT
2023-03-28       3.167051     0.999979              NaT
2023-03-29       3.090405     0.999979              NaT
2023-03-30       3.003927     0.999980              NaT
2023-03-31       2.994463     0.999980        1573 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  \
0    -5647        31       32   17.705917  17.670000   202.822737   0.002029   
1    -5682        32       33   17.634660  17.983400 -1981.541818  -0.019776   
2    -5472        33       34   17.947433  18.116899  -927.317955  -0.009442   
3    -5381        34       35   18.080666  17.967300   610.018685   0.006270   
4    -5459        35       36   17.931366  17.458201  2583.009368   0.026388   
...    ...       ...      ...         ...        ...          ...        ...   
1785    -2      1817     1818    1.138957   1.085851     0.106211   0.046626   
1786    -3      1818     1819    1.083679   1.114836    -0.093470  -0.028751   
1787    -2      1819     1820    1.112606   1.150450    -0.075687  -0.034014   
1788    -2      1820     1821    1.148149   1.190687    -0.085076  -0.037049   
1789    -2      1821     1821    1.188306   1.190687    -0.004763  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-05-06 2018-05-07   1 days  
1    2018-05-07 2018-05-08   1 days  
2    2018-05-08 2018-05-09   1 days  
3    2018-05-09 2018-05-10   1 days  
4    2018-05-10 2018-05-11   1 days  
...         ...        ...      ...  
1785 2023-03-27 2023-03-28   1 days  
1786 2023-03-28 2023-03-29   1 days  
1787 2023-03-29 2023-03-30   1 days  
1788 2023-03-30 2023-03-31   1 days  
1789 2023-03-31 2023-03-31   0 days  

[1790 rows x 10 columns]",EOSUSD,CDLZ
0,2018-04-05,2023-03-31,1821 days,76.18002195389681,119.21535565847941,334961.7705655532,-99.88078464434152,-81.07725481068195,-74.0400619804063,27.212603186416175,0.0,0.0,0.0,-99.96440977653742,-20.68570445777813,1521 days,119 days,1378,44.12191582002903,50.53390800517086,-43.066195140562435,-0.5546300732628962,1 days,1 days,0.8030036901718518,-0.392892993363779,-0.47041580964462176,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27     122.536910     0.999634              NaT
2023-03-28     121.825368     0.999636              NaT
2023-03-29     119.213643     0.999644              NaT
2023-03-30     119.215356     0.999644              NaT
2023-03-31     119.215356     0.999644        1521 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar   EntryPrice    ExitPrice          PnL  \
0       56        31       32  1762.347616  1766.660034   241.495419   
1      -56        32       33  1763.126714  1673.069946  5043.178999   
2      -63        33       34  1669.723806  1607.869995  3896.790112   
3      -68        34       35  1604.654255  1646.150024 -2821.712312   
4       64        35       36  1649.442324  1527.489990 -7804.949392   
...    ...       ...      ...          ...          ...          ...   
1373    -1      1806     1807   123.375360   125.909664    -2.534304   
1374    -1      1807     1808   125.657845   135.736843   -10.078998   
1375    -1      1815     1816   123.724066   125.193892    -1.469826   
1376    -1      1818     1819   120.269926   121.012397    -0.742471   
1377    -1      1819     1820   120.770372   123.349456    -2.579084   

      ReturnPct  EntryTime   ExitTime Duration  
0      0.002447 2018-05-06 2018-05-07   1 days  
1      0.051078 2018-05-07 2018-05-08   1 days  
2      0.037044 2018-05-08 2018-05-09   1 days  
3     -0.025860 2018-05-09 2018-05-10   1 days  
4     -0.073935 2018-05-10 2018-05-11   1 days  
...         ...        ...        ...      ...  
1373  -0.020541 2023-03-16 2023-03-17   1 days  
1374  -0.080210 2023-03-17 2023-03-18   1 days  
1375  -0.011880 2023-03-25 2023-03-26   1 days  
1376  -0.006173 2023-03-28 2023-03-29   1 days  
1377  -0.021355 2023-03-29 2023-03-30   1 days  

[1378 rows x 10 columns]",BCHUSD,CDLZ
0,2018-04-05,2023-03-31,1821 days,80.73545554335895,49.70110983805,131888.92095874305,-99.95029889016195,-24.41487648529008,-78.2136085417044,20.669910355893702,0.0,0.0,0.0,-99.96231593262212,-29.467492943454328,1768 days,447 days,1451,44.176430048242594,29.31704264720929,-36.13391292869256,-0.5912358705285281,1 days,1 days,0.7752022727743222,-0.4582378884708072,-1.3851706846330836,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-07  100000.00000     0.000000              NaT
2018-04-08  100000.00000     0.000000              NaT
2018-04-09  100000.00000     0.000000              NaT
...                  ...          ...              ...
2023-03-27      49.70111     0.999623              NaT
2023-03-28      49.70111     0.999623              NaT
2023-03-29      49.70111     0.999623              NaT
2023-03-30      49.70111     0.999623              NaT
2023-03-31      49.70111     0.999623        1768 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  \
0     -562        31       32  177.664954  171.759003  3319.144691   0.033242   
1     -602        32       33  171.415485  164.830002  3964.460703   0.038418   
2     -652        33       34  164.500342  159.617004  3183.935982   0.029686   
3     -693        34       35  159.297770  157.151001  1487.711188   0.013476   
4     -713        35       36  156.836699  149.445007  5270.276181   0.047130   
...    ...       ...      ...         ...         ...          ...        ...   
1446    -1      1605     1606   52.581637   53.005692    -0.424055  -0.008065   
1447    -1      1628     1629   52.544354   52.897416    -0.353062  -0.006719   
1448    -1      1630     1631   52.225534   51.088935     1.136599   0.021763   
1449    -1      1631     1632   50.986757   53.574302    -2.587545  -0.050749   
1450    -1      1655     1656   50.289310   51.437756    -1.148446  -0.022837   

      EntryTime   ExitTime Duration  
0    2018-05-06 2018-05-07   1 days  
1    2018-05-07 2018-05-08   1 days  
2    2018-05-08 2018-05-09   1 days  
3    2018-05-09 2018-05-10   1 days  
4    2018-05-10 2018-05-11   1 days  
...         ...        ...      ...  
1446 2022-08-27 2022-08-28   1 days  
1447 2022-09-19 2022-09-20   1 days  
1448 2022-09-21 2022-09-22   1 days  
1449 2022-09-22 2022-09-23   1 days  
1450 2022-10-16 2022-10-17   1 days  

[1451 rows x 10 columns]",LTCUSD,CDLZ
0,2018-04-05,2023-03-31,1821 days,98.29857299670691,486.940044284263,387796.83119666314,-99.51305995571575,-79.29861249343946,-65.58612599755908,49.78106429106961,0.0,0.0,0.0,-99.87443423846923,-19.366109496429942,1568 days,149 days,1791,49.19039642657733,30.063092852964623,-42.6526912002927,-0.3018474594898679,1 days,1 days,0.9354372651775777,-0.13516120596624315,-0.4490554571782493,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27     523.131247     0.998651              NaT
2023-03-28     515.910633     0.998670              NaT
2023-03-29     503.207396     0.998702              NaT
2023-03-30     494.012952     0.998726              NaT
2023-03-31     486.940044     0.998744        1568 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  \
0     -326        31       32  306.024724  291.441010  4754.291090   0.047655   
1     -360        32       33  290.858127  281.346985  3424.011329   0.032700   
2     -385        33       34  280.784291  275.346008  2093.738813   0.019368   
3     -401        34       35  274.795316  276.502014  -684.385865  -0.006211   
4     -397        35       36  275.949010  263.639008  4887.071021   0.044610   
...    ...       ...      ...         ...         ...          ...        ...   
1786   -14      1817     1818   36.173822   35.922099     3.524127   0.006959   
1787   -14      1818     1819   35.850255   36.426508    -8.067545  -0.016074   
1788   -14      1819     1820   36.353655   37.182091   -11.598104  -0.022788   
1789   -13      1820     1821   37.107727   37.872206    -9.938229  -0.020602   
1790    13      1821     1821   37.947950   37.872206    -0.984677  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-05-06 2018-05-07   1 days  
1    2018-05-07 2018-05-08   1 days  
2    2018-05-08 2018-05-09   1 days  
3    2018-05-09 2018-05-10   1 days  
4    2018-05-10 2018-05-11   1 days  
...         ...        ...      ...  
1786 2023-03-27 2023-03-28   1 days  
1787 2023-03-28 2023-03-29   1 days  
1788 2023-03-29 2023-03-30   1 days  
1789 2023-03-30 2023-03-31   1 days  
1790 2023-03-31 2023-03-31   0 days  

[1791 rows x 10 columns]",ZECUSD,CDLZ
0,2018-04-05,2023-03-31,1821 days,98.29857299670691,252.6945843168167,140626.22505760897,-99.74730541568317,-81.20870457128323,-69.82384931245423,41.20552603810839,0.0,0.0,0.0,-99.85054729833733,-29.239881161733855,1576 days,256 days,1791,47.01284198771636,49.10640396977348,-57.2489188295767,-0.33701978389516496,1 days,1 days,0.915648295327599,-0.16579953543966358,-0.9129686041712659,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27     257.213871     0.998171              NaT
2023-03-28     255.170061     0.998185              NaT
2023-03-29     248.511482     0.998233              NaT
2023-03-30     254.147332     0.998193              NaT
2023-03-31     252.694584     0.998203        1576 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice   ExitPrice          PnL  ReturnPct  \
0     -198        31       32  505.046873  485.739014  3822.956046   0.038230   
1     -214        32       33  484.767536  458.760986  5565.401566   0.053647   
2     -238        33       34  457.843464  443.127991  3502.282723   0.032141   
3     -255        34       35  442.241735  443.148010  -231.100273  -0.002049   
4      253        35       36  444.034306  421.613007 -5672.588829  -0.050495   
...    ...       ...      ...         ...         ...          ...        ...   
1786    -4      1817     1818   59.033024   56.113630    11.677577   0.049454   
1787    -4      1818     1819   56.001403   56.545974    -2.178285  -0.009724   
1788    -4      1819     1820   56.432882   58.073220    -6.561352  -0.029067   
1789    -4      1820     1821   57.957074   56.546976     5.640390   0.024330   
1790    -4      1821     1821   56.433882   56.546976    -0.452376  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-05-06 2018-05-07   1 days  
1    2018-05-07 2018-05-08   1 days  
2    2018-05-08 2018-05-09   1 days  
3    2018-05-09 2018-05-10   1 days  
4    2018-05-10 2018-05-11   1 days  
...         ...        ...      ...  
1786 2023-03-27 2023-03-28   1 days  
1787 2023-03-28 2023-03-29   1 days  
1788 2023-03-29 2023-03-30   1 days  
1789 2023-03-30 2023-03-31   1 days  
1790 2023-03-31 2023-03-31   0 days  

[1791 rows x 10 columns]",DASHUSD,CDLZ
0,2018-04-05,2023-03-31,1821 days,98.29857299670691,6.341988801200236,166288.42402073657,-99.9936580111988,-58.75294797131444,-85.57676327537065,25.021957413281825,0.0,0.0,0.0,-99.99666537633522,-20.493767702016772,1768 days,298 days,1791,45.1144611948632,35.82118340693312,-45.80148775276389,-0.5453579761428573,1 days,1 days,0.8553338422327096,-0.3423752225555322,-1.0286208361271767,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27       6.923754     0.999958              NaT
2023-03-28       6.838108     0.999959              NaT
2023-03-29       6.540964     0.999961              NaT
2023-03-30       6.387886     0.999962              NaT
2023-03-31       6.341989     0.999962        1768 days

[1822 rows x 3 columns]","       Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  \
0    -24614        31       32    4.062708   4.028370   845.202921   0.008452   
1    -25083        32       33    4.020313   3.854390  4161.853136   0.041271   
2    -27298        33       34    3.846681   3.803940  1166.744369   0.011111   
3    -27967        34       35    3.796332   3.896590 -2803.909339  -0.026409   
4    -26581        35       36    3.888797   3.848200  1079.101414   0.010439   
...     ...       ...      ...         ...        ...          ...        ...   
1786     -5      1817     1818    1.137157   1.078247     0.294551   0.051805   
1787     -6      1818     1819    1.076091   1.089955    -0.083187  -0.012884   
1788     -6      1819     1820    1.087775   1.137263    -0.296927  -0.045495   
1789      5      1820     1821    1.139538   1.109133    -0.152023  -0.026681   
1790     -5      1821     1821    1.106915   1.109133    -0.011091  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-05-06 2018-05-07   1 days  
1    2018-05-07 2018-05-08   1 days  
2    2018-05-08 2018-05-09   1 days  
3    2018-05-09 2018-05-10   1 days  
4    2018-05-10 2018-05-11   1 days  
...         ...        ...      ...  
1786 2023-03-27 2023-03-28   1 days  
1787 2023-03-28 2023-03-29   1 days  
1788 2023-03-29 2023-03-30   1 days  
1789 2023-03-30 2023-03-31   1 days  
1790 2023-03-31 2023-03-31   0 days  

[1791 rows x 10 columns]",XTZUSD,CDLZ
0,2018-04-05,2023-03-31,1821 days,98.29857299670691,1528.0374300031897,217622.54501093592,-98.47196256999682,49.52027266025875,-56.725822860153684,68.7987510426269,0.0,0.0,0.0,-99.61820610656315,-19.859709067101868,1562 days,128 days,1791,46.06365159128978,42.020354676859874,-40.23801079454677,-0.23141514524976925,1 days,1 days,0.9725498305006355,-0.05327082102386008,-0.618776853210765,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27    1610.701018     0.992599              NaT
2023-03-28    1567.398163     0.992798              NaT
2023-03-29    1525.657781     0.992989              NaT
2023-03-30    1550.923133     0.992873              NaT
2023-03-31    1528.037430     0.992978        1562 days

[1822 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice           PnL  ReturnPct  \
0    -4406        31       32   22.693722  25.454599 -12164.424948  -0.121658   
1     3443        32       33   25.505509  23.649599  -6389.896404  -0.072765   
2    -3450        33       34   23.602300  22.427000   4054.784661   0.049796   
3    -3820        34       35   22.382146  21.514799   3313.265158   0.038752   
4    -4136        35       36   21.471770  19.776699   7010.811182   0.078944   
...    ...       ...      ...         ...        ...           ...        ...   
1786   -76      1817     1818   20.308512  19.678350     47.892280   0.031029   
1787   -82      1818     1819   19.638993  20.177937    -44.193383  -0.027443   
1788   -77      1819     1820   20.137581  20.667462    -40.800827  -0.026313   
1789   -73      1820     1821   20.626127  20.282112     25.113101   0.016679   
1790   -76      1821     1821   20.241548  20.282112     -3.082881  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-05-06 2018-05-07   1 days  
1    2018-05-07 2018-05-08   1 days  
2    2018-05-08 2018-05-09   1 days  
3    2018-05-09 2018-05-10   1 days  
4    2018-05-10 2018-05-11   1 days  
...         ...        ...      ...  
1786 2023-03-27 2023-03-28   1 days  
1787 2023-03-28 2023-03-29   1 days  
1788 2023-03-29 2023-03-30   1 days  
1789 2023-03-30 2023-03-31   1 days  
1790 2023-03-31 2023-03-31   0 days  

[1791 rows x 10 columns]",ETCUSD,CDLZ
0,2018-04-05,2023-03-31,1821 days,98.29857299670691,5910.680590205452,216469.3202211558,-94.08931940979454,-43.4500353642518,-43.255602642563986,79.87637616306432,0.0,0.0,0.0,-97.49796413709618,-34.31511519849949,1567 days,255 days,1791,48.464544946957005,75.92402252632165,-33.684309659329195,-0.16053515157676834,1 days,1 days,0.9931831633524525,-0.012388447345938086,-0.5124531026589463,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-07  100000.000000     0.000000              NaT
2018-04-08  100000.000000     0.000000              NaT
2018-04-09  100000.000000     0.000000              NaT
...                   ...          ...              ...
2023-03-27    5416.140024     0.974980              NaT
2023-03-28    5702.145177     0.973658              NaT
2023-03-29    5920.910338     0.972648              NaT
2023-03-30    5635.742361     0.973965              NaT
2023-03-31    5910.680590     0.972695        1567 days

[1822 rows x 3 columns]","        Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  \
0    -232841        31       32    0.429477   0.413665  3681.757332   
1    -251144        32       33    0.412838   0.396568  4086.030002   
2    -272295        33       34    0.395775   0.385144  2894.731113   
3    -287903        34       35    0.384374   0.377714  1917.351064   
4    -298653        35       36    0.376959   0.353429  7027.177267   
...      ...       ...      ...         ...        ...          ...   
1786  -59592      1817     1818    0.091740   0.092636   -53.385374   
1787   58323      1818     1819    0.092821   0.097777   289.032924   
1788   58206      1819     1820    0.097973   0.101726   218.473078   
1789  -58323      1820     1821    0.101523   0.106362  -282.251359   
1790   52910      1821     1821    0.106575   0.106362   -11.255227   

      ReturnPct  EntryTime   ExitTime Duration  
0      0.036818 2018-05-06 2018-05-07   1 days  
1      0.039409 2018-05-07 2018-05-08   1 days  
2      0.026861 2018-05-08 2018-05-09   1 days  
3      0.017326 2018-05-09 2018-05-10   1 days  
4      0.062420 2018-05-10 2018-05-11   1 days  
...         ...        ...        ...      ...  
1786  -0.009765 2023-03-27 2023-03-28   1 days  
1787   0.053390 2023-03-28 2023-03-29   1 days  
1788   0.038311 2023-03-29 2023-03-30   1 days  
1789  -0.047669 2023-03-30 2023-03-31   1 days  
1790  -0.001996 2023-03-31 2023-03-31   0 days  

[1791 rows x 10 columns]",XLMUSD,CDLZ
