,Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,_equity_curve,_trades,Instrument,Strategy,StrategyParameters
0,2018-04-05,2023-04-04,1825 days,99.84114376489276,7726.966689999694,100600.27089999994,-92.2730333100003,46.24713958810067,-40.100229103057785,17.831186688699002,0.0,0.0,0.0,-92.97887896641866,-47.520033533209336,1817 days,912 days,1254,43.46092503987241,26.063662149385447,-12.046126686221337,-0.20556215921470056,4 days,2 days,0.7284011459065107,-0.18740337889841502,-4.221191658115003,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-09   99937.34650     0.000627              NaT
2018-04-10   97938.81190     0.020612              NaT
2018-04-11   98613.33232     0.013867              NaT
...                  ...          ...              ...
2023-03-29    7554.57271     0.924905              NaT
2023-03-30    7539.43993     0.925055              NaT
2023-03-31    7548.91459     0.924961              NaT
2023-04-03    7566.59329     0.924786              NaT
2023-04-04    7726.96669     0.923191        1817 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0    -2295         2        3    43.56270      44.18 -1416.70350  -0.014170   
1    -2235         3        4    44.09164      44.09     3.66540   0.000037   
2     2231         4        5    44.17818      44.50   717.98042   0.007285   
3     2227         5        6    44.58900      44.91   714.86700   0.007199   
4    -2231         6        7    44.82018      44.89  -155.76842  -0.001558   
...    ...       ...      ...         ...        ...         ...        ...   
1249   117      1254     1255    64.46868      64.67    23.55444   0.003123   
1250   117      1255     1256    64.79934      64.51   -33.85278  -0.004465   
1251  -117      1256     1257    64.38098      64.45    -8.07534  -0.001072   
1252   117      1257     1258    64.57890      65.10    60.96870   0.008069   
1253   116      1258     1258    65.23020      65.10   -15.10320  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-09 2018-04-10   1 days  
1    2018-04-10 2018-04-11   1 days  
2    2018-04-11 2018-04-12   1 days  
3    2018-04-12 2018-04-13   1 days  
4    2018-04-13 2018-04-16   3 days  
...         ...        ...      ...  
1249 2023-03-29 2023-03-30   1 days  
1250 2023-03-30 2023-03-31   1 days  
1251 2023-03-31 2023-04-03   3 days  
1252 2023-04-03 2023-04-04   1 days  
1253 2023-04-04 2023-04-04   0 days  

[1254 rows x 10 columns]",AFL,AD,
0,2018-04-05,2023-04-04,1825 days,99.84114376489276,9534.73900999973,100316.68728000001,-90.46526099000027,107.1304347826087,-37.52595604605098,21.75073333993847,0.0,0.0,0.0,-91.06396294269683,-45.87325800515038,1818 days,911 days,1246,47.110754414125196,13.620344136548946,-18.23647294589179,-0.18812966193250125,5 days,2 days,0.8047317815715895,-0.1633179142554719,-2.3874597673727793,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-09  100062.82184     0.000000              NaT
2018-04-10   99501.05246     0.005614              NaT
2018-04-11   99379.83998     0.006826              NaT
...                  ...          ...              ...
2023-03-29    9695.34417     0.903353              NaT
2023-03-30    9721.37185     0.903093              NaT
2023-03-31    9631.38261     0.903990              NaT
2023-04-03    9572.99461     0.904572              NaT
2023-04-04    9534.73901     0.904954        1818 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  \
0    -8774         2        3    11.39716      11.51 -990.05816  -0.009901   
1    -8619         3        4    11.48698      11.38  922.06062   0.009313   
2    -8798         4        5    11.35724      11.41 -464.18248  -0.004645   
3    -8735         5        6    11.38718      11.33  499.46730   0.005021   
4    -8840         6        7    11.30734      11.41 -907.51440  -0.009079   
...    ...       ...      ...         ...        ...        ...        ...   
1241   413      1254     1255    23.20632      23.68  195.62984   0.020412   
1242   412      1255     1256    23.72736      23.74    5.20768   0.000533   
1243  -413      1256     1257    23.69252      24.00 -126.98924  -0.012978   
1244   401      1257     1258    24.04800      23.90  -59.34800  -0.006154   
1245  -402      1258     1258    23.85220      23.90  -19.21560  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-04-09 2018-04-10   1 days  
1    2018-04-10 2018-04-11   1 days  
2    2018-04-11 2018-04-12   1 days  
3    2018-04-12 2018-04-13   1 days  
4    2018-04-13 2018-04-16   3 days  
...         ...        ...      ...  
1241 2023-03-29 2023-03-30   1 days  
1242 2023-03-30 2023-03-31   1 days  
1243 2023-03-31 2023-04-03   3 days  
1244 2023-04-03 2023-04-04   1 days  
1245 2023-04-04 2023-04-04   0 days  

[1246 rows x 10 columns]",AES,AD,
0,2018-04-05,2023-04-04,1825 days,99.84114376489276,7022.026069999865,111941.24075999996,-92.97797393000013,4.252942692671194,-41.23628539341085,20.44097545335486,0.0,0.0,0.0,-95.04929628046418,-25.160476048944858,1803 days,455 days,1254,45.614035087719294,15.834486943865523,-14.529147740920134,-0.21122875544139497,5 days,2 days,0.7847549940077165,-0.1866537473235275,-3.779205561840011,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-09  102096.97444     0.000000              NaT
2018-04-10  100279.08052     0.017806              NaT
2018-04-11  100764.09396     0.013055              NaT
...                  ...          ...              ...
2023-03-29    7100.57255     0.936569              NaT
2023-03-30    7149.88775     0.936128              NaT
2023-03-31    7110.29975     0.936482              NaT
2023-04-03    7126.94167     0.936333              NaT
2023-04-04    7022.02607     0.937270        1803 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0     -887         2        3   112.71412     111.14  1396.24444   0.013966   
1     -914         3        4   110.91772     111.16  -221.44392  -0.002184   
2      908         4        5   111.38232     111.46    70.53344   0.000697   
3     -910         5        6   111.23708     111.14    88.34280   0.000873   
4     -913         6        7   110.91772     106.93  3640.78836   0.035952   
...    ...       ...      ...         ...        ...         ...        ...   
1249    60      1254     1255   116.55264     119.04   149.24160   0.021341   
1250    60      1255     1256   119.27808     119.90    37.31520   0.005214   
1251   -60      1256     1257   119.66020     121.88  -133.18800  -0.018551   
1252    58      1257     1258   122.12376     122.70    33.42192   0.004718   
1253    57      1258     1258   122.94540     122.70   -13.98780  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-09 2018-04-10   1 days  
1    2018-04-10 2018-04-11   1 days  
2    2018-04-11 2018-04-12   1 days  
3    2018-04-12 2018-04-13   1 days  
4    2018-04-13 2018-04-16   3 days  
...         ...        ...      ...  
1249 2023-03-29 2023-03-30   1 days  
1250 2023-03-30 2023-03-31   1 days  
1251 2023-03-31 2023-04-03   3 days  
1252 2023-04-03 2023-04-04   1 days  
1253 2023-04-04 2023-04-04   0 days  

[1254 rows x 10 columns]",AAP,AD,
0,2018-04-05,2023-04-04,1825 days,99.84114376489276,8956.081316199692,105600.84257399998,-91.04391868380031,-53.240042072529384,-38.30398080147717,17.81519253873315,0.0,0.0,0.0,-91.72017201465734,-47.893649927266715,1803 days,909 days,1257,44.31185361972951,7.91255327183471,-10.517311242177307,-0.19428311483401517,4 days,2 days,0.7345300040222319,-0.18038809801073827,-3.685988849595356,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-09  100239.850000     0.000000              NaT
2018-04-10   98101.384960     0.021333              NaT
2018-04-11   99243.880834     0.009936              NaT
...                   ...          ...              ...
2023-03-29    9057.490016     0.914229              NaT
2023-03-30    8906.945016     0.915655              NaT
2023-03-31    8812.603016     0.916548              NaT
2023-04-03    8743.568116     0.917202              NaT
2023-04-04    8956.081316     0.915189        1803 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice          PnL  ReturnPct  \
0     -468         2        3  213.322500    215.320  -934.830000  -0.009364   
1     -461         3        4  214.889360    214.201   317.333960   0.003203   
2      463         4        5  214.629402    215.720   504.946874   0.005081   
3     -463         5        6  215.288560    218.090 -1297.066720  -0.013012   
4      451         6        7  218.526180    217.200  -598.107180  -0.006069   
...    ...       ...      ...         ...        ...          ...        ...   
1252   -88      1254     1255  102.604380    103.750  -100.814560  -0.011165   
1253    86      1255     1256  103.957500    103.500   -39.345000  -0.004401   
1254   -86      1256     1257  103.293000    105.150  -159.702000  -0.017978   
1255    83      1257     1258  105.360300    104.900   -38.204900  -0.004369   
1256   -83      1258     1258  104.690200    104.900   -17.413400  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-04-09 2018-04-10   1 days  
1    2018-04-10 2018-04-11   1 days  
2    2018-04-11 2018-04-12   1 days  
3    2018-04-12 2018-04-13   1 days  
4    2018-04-13 2018-04-16   3 days  
...         ...        ...      ...  
1252 2023-03-29 2023-03-30   1 days  
1253 2023-03-30 2023-03-31   1 days  
1254 2023-03-31 2023-04-03   3 days  
1255 2023-04-03 2023-04-04   1 days  
1256 2023-04-04 2023-04-04   0 days  

[1257 rows x 10 columns]",MMM,AD,
0,2018-04-05,2023-04-04,1825 days,99.84114376489276,4448.366704399636,103471.88213999993,-95.55163329560035,73.30007591367533,-46.36782934494422,13.668558237157585,0.0,0.0,0.0,-95.91622098969617,-20.986621725621536,1786 days,365 days,1256,41.71974522292994,7.356649635289592,-10.3056481094691,-0.24866349564419687,5 days,2 days,0.6736835597721301,-0.23494014495733873,-3.236403367178987,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-09  100797.033120     0.000000              NaT
2018-04-10   97166.540120     0.036018              NaT
2018-04-11   99227.635680     0.015570              NaT
...                   ...          ...              ...
2023-03-29    4418.091064     0.957302              NaT
2023-03-30    4412.032504     0.957360              NaT
2023-03-31    4363.817284     0.957826              NaT
2023-04-03    4444.101784     0.957050              NaT
2023-04-04    4448.366704     0.957009        1786 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0    -1096         2        3    91.20722      91.50  -320.88688  -0.003210   
1    -1091         3        4    91.31700      92.58 -1377.93300  -0.013831   
2     1059         4        5    92.76516      93.71  1000.58556   0.010185   
3     1057         5        6    93.89742      92.63 -1339.66294  -0.013498   
4    -1059         6        7    92.44474      92.89  -471.53034  -0.004816   
...    ...       ...      ...         ...        ...         ...        ...   
1251    27      1254     1255   159.29796     158.01   -34.77492  -0.008085   
1252   -28      1255     1256   157.69398     158.43   -20.60856  -0.004667   
1253   -27      1256     1257   158.11314     158.25    -3.69522  -0.000866   
1254    27      1257     1258   158.56650     160.51    52.47450   0.012257   
1255    27      1258     1258   160.83102     160.51    -8.66754  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-09 2018-04-10   1 days  
1    2018-04-10 2018-04-11   1 days  
2    2018-04-11 2018-04-12   1 days  
3    2018-04-12 2018-04-13   1 days  
4    2018-04-13 2018-04-16   3 days  
...         ...        ...      ...  
1251 2023-03-29 2023-03-30   1 days  
1252 2023-03-30 2023-03-31   1 days  
1253 2023-03-31 2023-04-03   3 days  
1254 2023-04-03 2023-04-04   1 days  
1255 2023-04-04 2023-04-04   0 days  

[1256 rows x 10 columns]",ABBV,AD,
0,2018-04-05,2023-04-04,1825 days,99.84114376489276,4499.063109999976,100675.55188000001,-95.50093689000002,78.6630654962863,-46.24604083102446,14.95985674382308,0.0,0.0,0.0,-95.57042953654185,-95.57042953654185,1821 days,1821 days,1250,42.8,7.598308206737636,-11.007138864790345,-0.2493077557532919,4 days,2 days,0.671519869760052,-0.23556816643595171,-4.300684443850474,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-09  100675.55188     0.000000              NaT
2018-04-10  100653.40548     0.000220              NaT
2018-04-11  100462.97572     0.002111              NaT
...                  ...          ...              ...
2023-03-29    4578.99823     0.954517              NaT
2023-03-30    4571.86523     0.954588              NaT
2023-03-31    4517.68971     0.955126              NaT
2023-04-03    4459.49451     0.955704              NaT
2023-04-04    4499.06311     0.955311        1821 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0    -2246         2        3    44.52078      44.60  -177.92812  -0.001779   
1    -2242         3        4    44.51080      43.96  1234.89360   0.012375   
2    -2303         4        5    43.87208      44.33 -1054.58976  -0.010438   
3    -2260         5        6    44.24134      45.34 -2482.97160  -0.024833   
4     2146         6        7    45.43068      45.50   148.76072   0.001526   
...    ...       ...      ...         ...        ...         ...        ...   
1245    57      1254     1255    79.62894      79.25   -21.59958  -0.004759   
1246   -58      1255     1256    79.09150      79.96   -50.37300  -0.010981   
1247    56      1256     1257    80.11992      79.60   -29.11552  -0.006489   
1248   -56      1257     1258    79.44080      80.37   -52.03520  -0.011697   
1249    55      1258     1258    80.53074      80.37    -8.84070  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-09 2018-04-10   1 days  
1    2018-04-10 2018-04-11   1 days  
2    2018-04-11 2018-04-12   1 days  
3    2018-04-12 2018-04-13   1 days  
4    2018-04-13 2018-04-16   3 days  
...         ...        ...      ...  
1245 2023-03-29 2023-03-30   1 days  
1246 2023-03-30 2023-03-31   1 days  
1247 2023-03-31 2023-04-03   3 days  
1248 2023-04-03 2023-04-04   1 days  
1249 2023-04-04 2023-04-04   0 days  

[1250 rows x 10 columns]",ADM,AD,
0,2018-04-05,2023-04-04,1825 days,99.84114376489276,8116.706887599684,100000.0,-91.88329311240032,71.73404610758436,-39.50733457772838,17.18193453276556,0.0,0.0,0.0,-92.11256354240032,-92.11256354240032,1824 days,1824 days,1254,43.46092503987241,9.244552575779519,-9.166426242892777,-0.2010708833861008,4 days,2 days,0.7261515248842711,-0.18787490817906569,-3.584152713353517,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-09   99176.528680     0.008235              NaT
2018-04-10   97396.582280     0.026034              NaT
2018-04-11   98348.606440     0.016514              NaT
...                   ...          ...              ...
2023-03-29    7989.158498     0.920108              NaT
2023-03-30    7887.436458     0.921126              NaT
2023-03-31    8043.869888     0.919561              NaT
2023-04-03    8054.013488     0.919460              NaT
2023-04-04    8116.706888     0.918833        1824 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0    -1731         2        3    57.74428     59.020 -2208.27132  -0.022093   
1    -1660         3        4    58.90196     58.640   434.85360   0.004447   
2    -1678         4        5    58.52272     58.500    38.12416   0.000388   
3    -1683         5        6    58.38300     59.180 -1341.35100  -0.013651   
4     1634         6        7    59.29836     59.000  -487.52024  -0.005032   
...    ...       ...      ...         ...        ...         ...        ...   
1249   -82      1254     1255    97.81398     99.380  -128.41364  -0.016010   
1250    79      1255     1256    99.57876     99.915    26.56296   0.003377   
1251    79      1256     1257   100.11483    100.800    54.12843   0.006844   
1252    79      1257     1258   101.00160    101.900    70.97360   0.008895   
1253    79      1258     1258   102.10380    101.900   -16.10020  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-09 2018-04-10   1 days  
1    2018-04-10 2018-04-11   1 days  
2    2018-04-11 2018-04-12   1 days  
3    2018-04-12 2018-04-13   1 days  
4    2018-04-13 2018-04-16   3 days  
...         ...        ...      ...  
1249 2023-03-29 2023-03-30   1 days  
1250 2023-03-30 2023-03-31   1 days  
1251 2023-03-31 2023-04-03   3 days  
1252 2023-04-03 2023-04-04   1 days  
1253 2023-04-04 2023-04-04   0 days  

[1254 rows x 10 columns]",ABT,AD,
0,2018-04-05,2023-04-04,1825 days,99.84114376489276,2186.831834199671,100000.0,-97.81316816580033,82.14620032337672,-53.47361106797699,13.16230713427095,0.0,0.0,0.0,-97.83426116580033,-97.83426116580033,1824 days,1824 days,1257,42.0843277645187,6.369433250297951,-9.415457635199376,-0.30790644060241235,4 days,2 days,0.6065129130369962,-0.29409969239628475,-4.069162431362033,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-09   99843.392500     0.001566              NaT
2018-04-10   98358.321560     0.016417              NaT
2018-04-11   98422.987240     0.015770              NaT
...                   ...          ...              ...
2023-03-29    2192.625654     0.978074              NaT
2023-03-30    2172.235394     0.978278              NaT
2023-03-31    2165.738834     0.978343              NaT
2023-04-03    2180.878034     0.978191              NaT
2023-04-04    2186.831834     0.978132        1824 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0     -875         2        3   114.26102    115.970 -1495.35750  -0.014957   
1     -851         3        4   115.73806    114.640   934.44906   0.009487   
2     -869         4        5   114.41072    116.040 -1415.84432  -0.014241   
3      843         5        6   116.27208    115.950  -271.51344  -0.002770   
4     -844         6        7   115.71810    116.440  -609.28360  -0.006238   
...    ...       ...      ...         ...        ...         ...        ...   
1252   -10      1254     1255   215.67778    220.570   -48.92220  -0.022683   
1253     9      1255     1256   221.01114    220.920    -0.82026  -0.000412   
1254    -9      1256     1257   220.47816    218.540    17.44344   0.008791   
1255    10      1257     1258   218.97708    216.155   -28.22080  -0.012888   
1256   -10      1258     1258   215.72269    216.155    -4.32310  -0.002004   

      EntryTime   ExitTime Duration  
0    2018-04-09 2018-04-10   1 days  
1    2018-04-10 2018-04-11   1 days  
2    2018-04-11 2018-04-12   1 days  
3    2018-04-12 2018-04-13   1 days  
4    2018-04-13 2018-04-16   3 days  
...         ...        ...      ...  
1252 2023-03-29 2023-03-30   1 days  
1253 2023-03-30 2023-03-31   1 days  
1254 2023-03-31 2023-04-03   3 days  
1255 2023-04-03 2023-04-04   1 days  
1256 2023-04-04 2023-04-04   0 days  

[1257 rows x 10 columns]",ADP,AD,
0,2018-04-05,2023-04-04,1825 days,99.84114376489276,624.2882445999762,100000.0,-99.37571175540003,27.927250864271752,-63.79847925746985,13.661702739702303,0.0,0.0,0.0,-99.37571175540002,-99.37571175540002,1824 days,1824 days,1252,41.61341853035144,15.694935840780532,-35.86322512191127,-0.40982763697867686,5 days,2 days,0.5801315372893079,-0.38253768003703253,-3.8250161558978517,"                   Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.000000     0.000000              NaT
2018-04-06  100000.000000     0.000000              NaT
2018-04-09   98862.128160     0.011379              NaT
2018-04-10   97477.526320     0.025225              NaT
2018-04-11   98401.055920     0.015989              NaT
...                   ...          ...              ...
2023-03-29     628.913425     0.993711              NaT
2023-03-30     627.236925     0.993728              NaT
2023-03-31     630.947625     0.993691              NaT
2023-04-03     627.931885     0.993721              NaT
2023-04-04     624.288245     0.993757        1824 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice         PnL  ReturnPct  \
0    -1537         2        3    65.02968      66.96 -2966.90184  -0.029684   
1    -1452         3        4    66.82608      65.80  1489.86816   0.015354   
2     1494         4        5    65.93160      66.25   475.68960   0.004829   
3    -1497         5        6    66.11750      67.46 -2009.72250  -0.020305   
4     1434         6        7    67.59492      66.53 -1527.09528  -0.015754   
...    ...       ...      ...         ...        ...         ...        ...   
1247    -7      1254     1255    84.21623      84.75    -3.73639  -0.006338   
1248     7      1255     1256    84.91950      84.95     0.21350   0.000359   
1249     7      1256     1257    85.11990      85.41     2.03070   0.003408   
1250     7      1257     1258    85.58082      85.13    -3.15574  -0.005268   
1251     7      1258     1258    85.30026      85.13    -1.19182  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-09 2018-04-10   1 days  
1    2018-04-10 2018-04-11   1 days  
2    2018-04-11 2018-04-12   1 days  
3    2018-04-12 2018-04-13   1 days  
4    2018-04-13 2018-04-16   3 days  
...         ...        ...      ...  
1247 2023-03-29 2023-03-30   1 days  
1248 2023-03-30 2023-03-31   1 days  
1249 2023-03-31 2023-04-03   3 days  
1250 2023-04-03 2023-04-04   1 days  
1251 2023-04-04 2023-04-04   0 days  

[1252 rows x 10 columns]",ATVI,AD,
0,2018-04-05,2023-04-04,1825 days,99.84114376489276,5645.064599999838,102689.30606,-94.35493540000016,1.3080947983994986,-43.74832252000931,17.278068785803843,0.0,0.0,0.0,-94.68668550860413,-49.352183417259695,1805 days,910 days,1251,46.52278177458034,8.004986350654065,-13.311651482332465,-0.2329087047209133,5 days,2 days,0.738524211049596,-0.21396872590253588,-3.3972806415752888,"                  Equity  DrawdownPct DrawdownDuration
2018-04-05  100000.00000     0.000000              NaT
2018-04-06  100000.00000     0.000000              NaT
2018-04-09  100977.94750     0.000000              NaT
2018-04-10   98441.42090     0.025120              NaT
2018-04-11   98391.66584     0.025612              NaT
...                  ...          ...              ...
2023-03-29    5570.27938     0.945756              NaT
2023-03-30    5477.55938     0.946659              NaT
2023-03-31    5456.20578     0.946867              NaT
2023-04-03    5459.77800     0.946832              NaT
2023-04-04    5645.06460     0.945028        1805 days

[1259 rows x 3 columns]","      Size  EntryBar  ExitBar  EntryPrice  ExitPrice        PnL  ReturnPct  \
0    -1571         2        3    63.62250      63.82 -310.27250  -0.003104   
1    -1565         3        4    63.69236      63.99 -465.80660  -0.004673   
2     1547         4        5    64.11798      64.19  111.41494   0.001123   
3    -1550         5        6    64.06162      64.52 -710.48900  -0.007155   
4    -1531         6        7    64.39096      64.47 -121.01024  -0.001228   
...    ...       ...      ...         ...        ...        ...        ...   
1246    80      1254     1255    68.96766      69.50   42.58720   0.007719   
1247    80      1255     1256    69.63900      68.46  -94.32000  -0.016930   
1248   -80      1256     1257    68.32308      68.91  -46.95360  -0.008590   
1249    79      1257     1258    69.04782      68.65  -31.42778  -0.005762   
1250    79      1258     1258    68.78730      68.65  -10.84670  -0.001996   

      EntryTime   ExitTime Duration  
0    2018-04-09 2018-04-10   1 days  
1    2018-04-10 2018-04-11   1 days  
2    2018-04-11 2018-04-12   1 days  
3    2018-04-12 2018-04-13   1 days  
4    2018-04-13 2018-04-16   3 days  
...         ...        ...      ...  
1246 2023-03-29 2023-03-30   1 days  
1247 2023-03-30 2023-03-31   1 days  
1248 2023-03-31 2023-04-03   3 days  
1249 2023-04-03 2023-04-04   1 days  
1250 2023-04-04 2023-04-04   0 days  

[1251 rows x 10 columns]",AOS,AD,
